run_id,normalization,algorithm,alpha,machine_type,db_level,seed,count_normal,count_anomaly,mean_normal,mean_anomaly,median_normal,median_anomaly,std_normal,std_anomaly,mean_error_delta,median_error_delta,cohen_d_error_separation,mean_error_ratio
p1_norm_central_clustered_fl_a0p05_slider_6dB_s1,central,clustered_fl,0.05,slider,6dB,1,638,890,0.4326859617308016,1.2388187312343146,0.41019304096698755,1.1479785442352295,0.09886864027720585,0.6466676674529449,0.806132769503513,0.7377855032682419,1.7427014311704814,2.8630897251181304
p1_norm_central_clustered_fl_a0p05_slider_6dB_s2,central,clustered_fl,0.05,slider,6dB,2,638,890,0.3919222022298735,1.221669283174397,0.3802983164787292,1.1902781128883362,0.07736023117282413,0.567227580353177,0.8297470809445234,0.8099797964096069,2.049752777819931,3.1171219089493
p1_norm_central_clustered_fl_a0p05_slider_6dB_s3,central,clustered_fl,0.05,slider,6dB,3,639,890,0.4338487920720066,1.3227798106965054,0.4014495015144348,1.3469081521034243,0.11049828522725427,0.5697557514449029,0.8889310186244987,0.9454586505889895,2.1660910962917335,3.048942015901617
p1_norm_central_clustered_fl_a0p05_slider_6dB_s4,central,clustered_fl,0.05,slider,6dB,4,638,890,0.42663161615406087,1.2164667379320337,0.4118216335773468,1.0749670267105103,0.09436482660767048,0.7012068339062971,0.7898351217779729,0.6631453931331635,1.5787300039570784,2.8513281526063827
p1_norm_central_clustered_fl_a0p05_slider_m6dB_s0,central,clustered_fl,0.05,slider,-6dB,0,638,890,0.4189403854941126,0.6616568970211436,0.3977155983448028,0.6345542371273041,0.07197411429299544,0.20806320177566093,0.242716511527031,0.23683863878250128,1.559104625905185,1.5793581137821384
p1_norm_central_clustered_fl_a0p05_slider_m6dB_s1,central,clustered_fl,0.05,slider,-6dB,1,638,890,0.4503383109562076,0.7216482759861463,0.4266127645969391,0.6763635575771332,0.10005042197803896,0.2236259429940135,0.27130996502993876,0.2497507929801941,1.5661654330398558,1.602458104117022
p1_norm_central_clustered_fl_a0p05_slider_m6dB_s2,central,clustered_fl,0.05,slider,-6dB,2,638,890,0.42864948954888643,0.7021471693944396,0.4036147892475128,0.6855185627937317,0.08797532135594124,0.20587013828800727,0.2734976798455531,0.28190377354621887,1.7276418165177863,1.6380450379945253
p1_norm_central_clustered_fl_a0p05_slider_m6dB_s3,central,clustered_fl,0.05,slider,-6dB,3,639,890,0.4383927758590716,0.7072988749554988,0.4065231382846832,0.6725841462612152,0.09662581540136322,0.20510819181146306,0.2689060990964272,0.266061007976532,1.6772935950401842,1.613390808207276
p1_norm_central_clustered_fl_a0p05_slider_m6dB_s4,central,clustered_fl,0.05,slider,-6dB,4,638,890,0.44195863870804586,0.6986912923247627,0.4175247251987457,0.661394864320755,0.09707198777797402,0.20694026084001918,0.2567326536167168,0.24387013912200928,1.5884166143760416,1.5808974667113866
p1_norm_central_clustered_fl_a0p05_valve_0dB_s0,central,clustered_fl,0.05,valve,0dB,0,736,479,0.4181341888464015,0.4443864477701127,0.3993043750524521,0.4252548813819885,0.07912600452019594,0.08356857011417368,0.02625225892371119,0.025950506329536438,0.32259806152143317,1.062784291799097
p1_norm_central_clustered_fl_a0p05_valve_0dB_s1,central,clustered_fl,0.05,valve,0dB,1,736,479,0.4174767558908333,0.43263968501807754,0.40120700001716614,0.4129175245761871,0.08044558374431426,0.07638395361171973,0.015162929127244262,0.01171052455902094,0.19330346636711884,1.0363204152405774
p1_norm_central_clustered_fl_a0p05_valve_0dB_s2,central,clustered_fl,0.05,valve,0dB,2,735,479,0.40704152815195976,0.444169326590098,0.3900116384029388,0.4269871711730957,0.07903712456991857,0.07851348375999401,0.03712779843813824,0.036975532770156916,0.4713100605106445,1.0912137850078958
p1_norm_central_clustered_fl_a0p05_valve_0dB_s3,central,clustered_fl,0.05,valve,0dB,3,737,479,0.41303765959784977,0.4363518008857281,0.393202394247055,0.4186432957649231,0.09490474988356662,0.08481634746969506,0.023314141287878343,0.025440901517868098,0.2590402231580352,1.056445558282937
p1_norm_central_clustered_fl_a0p05_valve_0dB_s4,central,clustered_fl,0.05,valve,0dB,4,736,479,0.41448017788807984,0.4571847564118889,0.3993189185857773,0.4423078596591949,0.07213623327628631,0.0834241741483918,0.042704578523809045,0.04298894107341761,0.5476019630796551,1.1030316545929981
p1_norm_central_clustered_fl_a0p05_valve_6dB_s0,central,clustered_fl,0.05,valve,6dB,0,736,479,0.38450078982050007,0.4344915602675062,0.3755030930042267,0.4144737422466278,0.056408571363892546,0.08686358917683104,0.049990770447006116,0.03897064924240112,0.6825923796969882,1.1300147405947951
p1_norm_central_clustered_fl_a0p05_valve_6dB_s1,central,clustered_fl,0.05,valve,6dB,1,736,479,0.3860108051853983,0.4235627422253125,0.37046462297439575,0.4083365499973297,0.07478623515751498,0.07839403658615515,0.03755193703991416,0.03787192702293396,0.4901613687009624,1.0972820877951286
p1_norm_central_clustered_fl_a0p05_valve_6dB_s2,central,clustered_fl,0.05,valve,6dB,2,735,479,0.3843620556552394,0.447705968125628,0.3694445788860321,0.4245883524417877,0.06352590638386,0.11219548393785657,0.06334391247038862,0.055143773555755615,0.6948009129032129,1.1648027206077962
p1_norm_central_clustered_fl_a0p05_valve_6dB_s3,central,clustered_fl,0.05,valve,6dB,3,737,479,0.3839019440731168,0.4304492081008027,0.3718624114990234,0.4163543879985809,0.07317456864698835,0.11499306049209314,0.04654726402768594,0.044491976499557495,0.48295936912378257,1.1212477945118733
p1_norm_central_clustered_fl_a0p05_valve_6dB_s4,central,clustered_fl,0.05,valve,6dB,4,736,479,0.38881742626266635,0.4546308526788724,0.37651902437210083,0.4390684068202972,0.06816485865854621,0.08815658756264945,0.06581342641620602,0.06254938244819636,0.8352242868667142,1.1692656294981636
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s0,central,clustered_fl,0.05,valve,-6dB,0,736,479,0.42797162347351725,0.4379512297460082,0.4074406623840332,0.4212422370910644,0.08319690222021542,0.08401908416395151,0.009979606272490948,0.013801574707031194,0.11936042549697332,1.0233183831009498
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s1,central,clustered_fl,0.05,valve,-6dB,1,736,479,0.41685710653014807,0.4205770350697145,0.40067631006240845,0.402745246887207,0.06836079991936764,0.07375642148420665,0.0037199285395664305,0.0020689368247985285,0.05231245607165159,1.0089237498444743
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s2,central,clustered_fl,0.05,valve,-6dB,2,735,479,0.416861548796803,0.43192812819072746,0.4011101424694061,0.4157484173774719,0.07310932147393019,0.08245036814950545,0.015066579393924473,0.014638274908065851,0.19335972481714,1.0361428858991948
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s3,central,clustered_fl,0.05,valve,-6dB,3,737,479,0.4251216865540198,0.43261457758805943,0.4059250056743622,0.4154143333435058,0.08150099028031613,0.08368426323114037,0.0074928910340396615,0.009489327669143621,0.09071314158727763,1.0176252853501218
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s4,central,clustered_fl,0.05,valve,-6dB,4,736,479,0.4200665093553455,0.44138499509566514,0.4009576737880707,0.4222483336925506,0.08785602274652975,0.0965836667787678,0.021318485740319637,0.021290659904479925,0.2309118828425122,1.0507502627929943
p1_norm_central_clustered_fl_a0p5_fan_0dB_s0,central,clustered_fl,0.5,fan,0dB,0,811,1475,0.4892084006169574,0.5167039599257001,0.44563689827919,0.4889724254608154,0.1044513370945143,0.09690168532107257,0.027495559308742645,0.043335527181625366,0.2729162153330718,1.0562041847075132
p1_norm_central_clustered_fl_a0p5_fan_0dB_s1,central,clustered_fl,0.5,fan,0dB,1,812,1475,0.4585377462391783,0.527439232761577,0.4440062046051025,0.4939723610877991,0.06587588788369711,0.11070834636729752,0.06890148652239869,0.04996615648269659,0.7563838749155987,1.1502634997609529
p1_norm_central_clustered_fl_a0p5_fan_0dB_s2,central,clustered_fl,0.5,fan,0dB,2,811,1475,0.45821574936665677,0.5058945445893175,0.4397043287754059,0.4821154773235321,0.07205136819137137,0.08820843396513034,0.04767879522266072,0.04241114854812622,0.5920176664039072,1.1040531568121832
p1_norm_central_clustered_fl_a0p5_fan_0dB_s3,central,clustered_fl,0.5,fan,0dB,3,811,1475,0.4593372398989709,0.5057266143014876,0.44495889544487,0.4811715185642242,0.06401920812876183,0.08939711660453879,0.04638937440251667,0.03621262311935419,0.5966434986658784,1.10099197359378
p1_norm_central_clustered_fl_a0p5_fan_0dB_s4,central,clustered_fl,0.5,fan,0dB,4,812,1475,0.4616449232685742,0.5372137992866969,0.4386441707611084,0.5051963925361633,0.07131742815646974,0.11790305191276546,0.07556887601812268,0.06655222177505493,0.7755794526511948,1.163694805702777
p1_norm_central_clustered_fl_a0p5_fan_6dB_s0,central,clustered_fl,0.5,fan,6dB,0,811,1475,0.4510011882802561,0.5401870135937706,0.3945923447608948,0.4929181039333343,0.1250415329149622,0.14412059789287782,0.08918582531351454,0.09832575917243952,0.6610336464752499,1.1977507546124107
p1_norm_central_clustered_fl_a0p5_fan_6dB_s1,central,clustered_fl,0.5,fan,6dB,1,812,1475,0.40431681220314186,0.5350075303497961,0.38655743002891535,0.4885297417640686,0.058203851290752756,0.15006457973029444,0.13069071814665423,0.10197231173515325,1.1482874629164337,1.3232383967278387
p1_norm_central_clustered_fl_a0p5_fan_6dB_s2,central,clustered_fl,0.5,fan,6dB,2,811,1475,0.39444421420996933,0.4913132082405737,0.3819398880004883,0.4586195051670074,0.040948966670888036,0.1059760554029625,0.09686899403060434,0.07667961716651911,1.20579824170869,1.2455835084933946
p1_norm_central_clustered_fl_a0p5_fan_6dB_s3,central,clustered_fl,0.5,fan,6dB,3,811,1475,0.40100477049735855,0.5030230033195625,0.3952254354953766,0.4737789630889892,0.04228767160614109,0.11291680505136545,0.10201823282220396,0.07855352759361262,1.1965578773060657,1.2544065316122617
p1_norm_central_clustered_fl_a0p5_fan_6dB_s4,central,clustered_fl,0.5,fan,6dB,4,812,1475,0.4093508114441862,0.5383547149270268,0.39225468039512634,0.4818409979343414,0.07323109212003343,0.15247051819238674,0.12900390348284058,0.08958631753921503,1.0785953102879653,1.3151426597341187
p1_norm_central_clustered_fl_a0p5_fan_m6dB_s0,central,clustered_fl,0.5,fan,-6dB,0,811,1475,0.4708941904448993,0.47529636676028625,0.4467391967773437,0.454029768705368,0.084960997909844,0.07984608983991613,0.004402176315386974,0.007290571928024292,0.05339646226991846,1.0093485466686853
p1_norm_central_clustered_fl_a0p5_fan_m6dB_s1,central,clustered_fl,0.5,fan,-6dB,1,812,1475,0.46731976379314666,0.4886990579710168,0.4476100951433182,0.4631467461585998,0.07690706476336358,0.08749900137461204,0.021379294177870156,0.015536651015281622,0.25954106737457777,1.0457487481469614
p1_norm_central_clustered_fl_a0p5_fan_m6dB_s2,central,clustered_fl,0.5,fan,-6dB,2,811,1475,0.465868351014122,0.47752861279552267,0.4404853880405426,0.4546840190887451,0.08624891424617626,0.08069037440154864,0.011660261781400671,0.014198631048202515,0.13961726474326933,1.0250290919226819
p1_norm_central_clustered_fl_a0p5_fan_m6dB_s3,central,clustered_fl,0.5,fan,-6dB,3,811,1475,0.46383364908351266,0.46733505402581166,0.4427463710308075,0.4473293423652649,0.07630939392495553,0.07378613307491229,0.0035014049422990023,0.0045829713344573975,0.0466490954080323,1.007548837712006
p1_norm_central_clustered_fl_a0p5_fan_m6dB_s4,central,clustered_fl,0.5,fan,-6dB,4,812,1475,0.47421469271476635,0.49062925532712776,0.45142233371734614,0.4658800661563873,0.08540027042410389,0.0886930203614136,0.016414562612361405,0.014457732439041138,0.18853831009918592,1.0346142008346302
p1_norm_central_clustered_fl_a0p5_slider_0dB_s0,central,clustered_fl,0.5,slider,0dB,0,638,890,0.4495178805810157,0.9794612175293183,0.4328346103429794,0.9315837621688843,0.08735629603369477,0.37782007192518063,0.5299433369483025,0.4987491518259049,1.9326386078636975,2.178914921611871
p1_norm_central_clustered_fl_a0p5_slider_0dB_s1,central,clustered_fl,0.5,slider,0dB,1,637,890,0.45274087314141603,1.01850412856327,0.4376143515110016,0.931774377822876,0.08892395937658196,0.423982562612862,0.5657632554218541,0.4941600263118744,1.8469444417435785,2.249640332882282
p1_norm_central_clustered_fl_a0p5_slider_0dB_s2,central,clustered_fl,0.5,slider,0dB,2,637,890,0.4432118429306725,0.9914253880803505,0.4365952610969543,0.9242483079433441,0.08206995781477026,0.31543234088522115,0.548213545149678,0.4876530468463898,2.378674164288656,2.2369108675542093
p1_norm_central_clustered_fl_a0p5_slider_0dB_s3,central,clustered_fl,0.5,slider,0dB,3,636,890,0.4274387754640489,0.9798314197009869,0.4098736345767975,0.9119077026844025,0.07441794666499216,0.3244364757977659,0.552392644236938,0.502034068107605,2.3469226213740715,2.2923316178726014
p1_norm_central_clustered_fl_a0p5_slider_0dB_s4,central,clustered_fl,0.5,slider,0dB,4,636,890,0.4489052260071976,1.0506857722327951,0.4339639693498611,0.9810639023780823,0.08426210954783,0.4573440609961552,0.6017805462255975,0.5470999330282211,1.830043168506438,2.340551437946389
p1_norm_central_clustered_fl_a0p5_slider_6dB_s0,central,clustered_fl,0.5,slider,6dB,0,638,890,0.45601423257570656,1.3080072780338565,0.44019895792007446,1.2855215668678284,0.09613176201162077,0.5959744843061482,0.8519930454581499,0.8453226089477539,1.9959324236842497,2.8683474869760865
p1_norm_central_clustered_fl_a0p5_slider_6dB_s1,central,clustered_fl,0.5,slider,6dB,1,637,890,0.4270340710457303,1.3076371057649676,0.4122162461280823,1.2301291227340698,0.08506409666540443,0.7381998809094659,0.8806030347192373,0.8179128766059875,1.675933644584703,3.062137647618602
p1_norm_central_clustered_fl_a0p5_slider_6dB_s2,central,clustered_fl,0.5,slider,6dB,2,637,890,0.41643221978115696,1.2795806982544031,0.4045246541500091,1.1978683471679688,0.08319104778827158,0.5157519934053287,0.8631484784732462,0.7933436930179596,2.3365879589023444,3.0727226124021985
p1_norm_central_clustered_fl_a0p5_slider_6dB_s3,central,clustered_fl,0.5,slider,6dB,3,636,890,0.40840735502025616,1.2633581495686863,0.39229974150657654,1.2254061102867126,0.07984668542630936,0.4812690606239025,0.8549507945484301,0.8331063687801361,2.4784024791730164,3.0933775654114415
p1_norm_central_clustered_fl_a0p5_slider_6dB_s4,central,clustered_fl,0.5,slider,6dB,4,636,890,0.4319098039805514,1.3750325531437155,0.41989973187446594,1.2921686172485352,0.07386952440140448,0.7930032122040692,0.9431227491631642,0.8722688853740692,1.6746812777299587,3.183610421600044
p1_norm_central_clustered_fl_a0p5_slider_m6dB_s0,central,clustered_fl,0.5,slider,-6dB,0,638,890,0.4368307223327481,0.7063788917627227,0.41901218891143793,0.6692569851875305,0.07998971799058407,0.2067823589376403,0.2695481694299746,0.2502447962760926,1.7193226272157427,1.6170540569824003
p1_norm_central_clustered_fl_a0p5_slider_m6dB_s1,central,clustered_fl,0.5,slider,-6dB,1,637,890,0.4498367994976942,0.7283023551273882,0.4276320040225982,0.6875669658184052,0.0865765046708718,0.20346492587682788,0.278465555629694,0.25993496179580694,1.7809882874022231,1.6190368505658936
p1_norm_central_clustered_fl_a0p5_slider_m6dB_s2,central,clustered_fl,0.5,slider,-6dB,2,637,890,0.4433279482405077,0.7160305908891592,0.4241752624511719,0.6849205195903778,0.09045406586277834,0.1858735452606835,0.2727026426486515,0.26074525713920593,1.8656632592346958,1.615126214647557
p1_norm_central_clustered_fl_a0p5_slider_m6dB_s3,central,clustered_fl,0.5,slider,-6dB,3,636,890,0.4316579675618208,0.7151490393649327,0.4124591648578643,0.6785596609115601,0.0835105032184607,0.2124088381494457,0.2834910718031119,0.26610049605369573,1.756591893577642,1.6567493087278904
p1_norm_central_clustered_fl_a0p5_slider_m6dB_s4,central,clustered_fl,0.5,slider,-6dB,4,636,890,0.4383971261903175,0.7181954672162453,0.41799207031726837,0.6845954656600952,0.08218466821246974,0.20525686902709545,0.27979834102592777,0.26660339534282684,1.7896728390129844,1.6382303265931113
p1_norm_central_clustered_fl_a0p5_valve_0dB_s0,central,clustered_fl,0.5,valve,0dB,0,733,479,0.4190475802467107,0.43356201631291175,0.399402767419815,0.4149647653102875,0.08674277295541685,0.08042431026224783,0.014514436066201064,0.015561997890472468,0.17352793344540504,1.0346367256378282
p1_norm_central_clustered_fl_a0p5_valve_0dB_s1,central,clustered_fl,0.5,valve,0dB,1,734,479,0.42338166396039706,0.4394949762955588,0.40356960892677307,0.4210542142391205,0.07552099884787464,0.07835974677735563,0.016113312335161722,0.017484605312347412,0.20939034501159706,1.0380585974943615
p1_norm_central_clustered_fl_a0p5_valve_0dB_s2,central,clustered_fl,0.5,valve,0dB,2,734,479,0.4153367766973433,0.4299524471257076,0.3960395008325577,0.4142951667308807,0.0914806010413165,0.07531145873669673,0.014615670428364314,0.018255665898323004,0.1744384431909389,1.0351899259790682
p1_norm_central_clustered_fl_a0p5_valve_0dB_s3,central,clustered_fl,0.5,valve,0dB,3,734,479,0.4119738485735184,0.4322252001667819,0.39829549193382263,0.4144662916660309,0.07675535580023456,0.08748855777209133,0.020251351593263522,0.016170799732208252,0.2460760625166422,1.0491568862037843
p1_norm_central_clustered_fl_a0p5_valve_0dB_s4,central,clustered_fl,0.5,valve,0dB,4,733,479,0.43122301363522164,0.4434702835650434,0.4158096313476562,0.4270182251930237,0.07474956673628638,0.0821570183491467,0.01224726992982178,0.011208593845367487,0.15593539088915,1.0284012437707741
p1_norm_central_clustered_fl_a0p5_valve_6dB_s0,central,clustered_fl,0.5,valve,6dB,0,733,479,0.3860744229361598,0.417940121478477,0.3705433905124664,0.4024988710880279,0.08864531580063836,0.07893970044573917,0.03186569854231719,0.03195548057556152,0.37965676134417947,1.0825377094394735
p1_norm_central_clustered_fl_a0p5_valve_6dB_s1,central,clustered_fl,0.5,valve,6dB,1,734,479,0.3844455494380452,0.4227989238214393,0.37000115215778345,0.4068394601345062,0.06178679677648659,0.08124012526840546,0.03835337438339409,0.03683830797672277,0.5314169995317402,1.0997628258135808
p1_norm_central_clustered_fl_a0p5_valve_6dB_s2,central,clustered_fl,0.5,valve,6dB,2,734,479,0.37652237928530824,0.41431272633389293,0.36588509380817413,0.3998429477214813,0.062077807528033296,0.08027628244597955,0.037790347048584694,0.03395785391330719,0.5266484253472391,1.1003668018892159
p1_norm_central_clustered_fl_a0p5_valve_6dB_s3,central,clustered_fl,0.5,valve,6dB,3,734,479,0.3740397364469575,0.4174061510284161,0.36228530108928675,0.4000590443611145,0.0643232054050797,0.10856467860532167,0.04336641458145862,0.03777374327182775,0.4860104935381057,1.1159406617954573
p1_norm_central_clustered_fl_a0p5_valve_6dB_s4,central,clustered_fl,0.5,valve,6dB,4,733,479,0.38813219413588185,0.4298395653233896,0.3822448849678039,0.4154515266418457,0.058663167449222155,0.08346719980195418,0.04170737118750778,0.033206641674041804,0.5781509433696368,1.107456613539526
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s0,central,clustered_fl,0.5,valve,-6dB,0,733,479,0.43385277942615835,0.43018627029868906,0.4127943217754364,0.4131704866886139,0.09227351286233325,0.07702455985801299,-0.0036665091274692974,0.00037616491317749023,-0.04313960520776685,0.991548955541281
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s1,central,clustered_fl,0.5,valve,-6dB,1,734,479,0.43059271224837864,0.42872775403592184,0.41367916762828827,0.4098318517208099,0.07935081793718933,0.07881418562992379,-0.001864958212456802,-0.003847315907478388,-0.02358230248453315,0.995668857926743
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s2,central,clustered_fl,0.5,valve,-6dB,2,734,479,0.42907937658742595,0.42532715238708546,0.40624700486660004,0.4094940721988678,0.0961792693320166,0.07774625887586153,-0.0037522242003404926,0.0032470673322677612,-0.042907182147761805,0.9912551746714492
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s3,central,clustered_fl,0.5,valve,-6dB,3,734,479,0.4252316070674875,0.42530432542579905,0.4059435725212097,0.4074614644050598,0.08975257748989475,0.07818055295703379,7.271835831151874e-05,0.0015178918838500977,0.0008639906034269581,1.0001710088269613
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s4,central,clustered_fl,0.5,valve,-6dB,4,733,479,0.4468207470310336,0.4426795486866308,0.4277907311916351,0.4239779412746429,0.08451757172193813,0.0936364624839583,-0.004141198344402797,-0.0038127899169921875,-0.04642930637745353,0.9907318575247018
p1_norm_central_clustered_fl_a100_fan_0dB_s0,central,clustered_fl,100.0,fan,0dB,0,811,1475,0.436069753439006,0.5240735007140596,0.4208162426948547,0.4965492188930511,0.05330867571580138,0.10230731725446125,0.08800374727505356,0.07573297619819641,1.0788223697576682,1.2018111703025118
p1_norm_central_clustered_fl_a100_fan_0dB_s1,central,clustered_fl,100.0,fan,0dB,1,811,1475,0.43999532405309993,0.528646247023243,0.4211912751197815,0.4991987347602844,0.06462073937489272,0.1078491205514745,0.0886509229701431,0.07800745964050293,0.9971713351518793,1.2014815115613466
p1_norm_central_clustered_fl_a100_fan_0dB_s2,central,clustered_fl,100.0,fan,0dB,2,811,1475,0.43321153701601134,0.5114062264410116,0.4205879271030426,0.4825452864170074,0.04997094717914411,0.09670648976053835,0.0781946894250003,0.06195735931396479,1.0158907258500582,1.180500016143638
p1_norm_central_clustered_fl_a100_fan_0dB_s3,central,clustered_fl,100.0,fan,0dB,3,811,1475,0.43756522137198584,0.5059219118902238,0.4199512600898742,0.4812635481357574,0.05923007678421265,0.09153523402963598,0.068356690518238,0.06131228804588318,0.8866693618712216,1.15622057508114
