schema_version,run_id,paper_id,experiment_id,seed,round,site_id,machine_id,normalization,model_family,n_normal,n_anomaly,auroc,auprc,partial_auroc_fpr_0_1,f1_at_threshold,threshold,host,bundle_dir,algorithm,alpha,machine_type,db_level
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,1,30,5,id_00,central,ConvAutoencoder,26,75,0.9974358974358974,0.9991415879365249,0.9815384615384616,0.9801324503311258,0.6202410459518433,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,1,30,6,id_06,central,ConvAutoencoder,5,60,1.0,1.0,1.0,0.9917355371900828,0.4057426750659942,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,1,30,7,id_00,central,ConvAutoencoder,1,80,0.975,0.999687475582122,0.975,0.9873417721518988,0.5949571132659912,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,1,30,8,id_00;id_04;id_06,central,ConvAutoencoder,217,204,0.949896087467245,0.9368743379400796,0.5653519472305051,0.7009063444108762,0.5043550729751587,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,1,30,9,id_00;id_02;id_06,central,ConvAutoencoder,253,322,0.8572042324405273,0.8800927605645672,0.5202906734097661,0.7286527514231499,0.4709786772727966,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s1,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,3,30,0,id_02;id_04;id_06,central,ConvAutoencoder,297,261,0.9288285150354116,0.9215400126591704,0.6056735941793413,0.7595505617977528,0.4298202097415924,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,3,30,1,id_02,central,ConvAutoencoder,36,93,0.4077060931899641,0.7627642534492234,0.2795698924731182,0.4297520661157025,0.5387476682662964,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,3,30,3,id_06,central,ConvAutoencoder,3,74,0.8513513513513513,0.9921641767683406,0.5540540540540541,0.717948717948718,0.4842725992202759,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,3,30,4,id_00,central,ConvAutoencoder,1,77,1.0,1.0,1.0,1.0,0.4265428483486175,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,3,30,5,id_00;id_02;id_06,central,ConvAutoencoder,274,248,0.9839151165528608,0.97690377909738,0.8391511655286085,0.9623762376237625,0.4182327091693878,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,3,30,6,id_00;id_04,central,ConvAutoencoder,18,160,0.7329861111111111,0.9657735150114656,0.5340277777777778,0.6963562753036437,0.4326718151569366,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,3,30,7,id_00;id_04,central,ConvAutoencoder,154,157,0.6298701298701299,0.6684162505055877,0.2578377036975763,0.4792626728110599,0.5150768756866455,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,3,30,8,id_06,central,ConvAutoencoder,27,70,0.982010582010582,0.9915031388597528,0.8216931216931217,0.9565217391304348,0.4401560723781585,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,3,30,9,id_00;id_02;id_04;id_06,central,ConvAutoencoder,2,335,0.6776119402985075,0.9973641794553304,0.4597014925373134,0.6451612903225806,0.4579795300960541,master,p1_norm_central_clustered_fl_a0p05_fan_6dB_s3,clustered_fl,0.05,fan,6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,1,30,0,id_04,central,ConvAutoencoder,178,75,0.5531086142322097,0.3226217133598336,0.0527340823970037,0.0909090909090909,0.5879639983177185,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,1,30,1,id_04;id_06,central,ConvAutoencoder,1,129,0.0620155038759689,0.9792919962325028,0.0620155038759689,0.1167883211678832,0.590023934841156,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,1,30,2,id_02;id_04,central,ConvAutoencoder,26,261,0.695844385499558,0.9463080084627448,0.0990274093722369,0.2348993288590604,0.5549747943878174,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,1,30,3,id_06,central,ConvAutoencoder,1,58,0.9655172413793104,0.999405381286102,0.9655172413793104,0.9824561403508772,0.4151599407196045,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,1,30,4,id_00;id_04;id_06,central,ConvAutoencoder,105,211,0.298352516361995,0.579352982682035,0.0388174227036786,0.0625,0.7059600949287415,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,1,30,5,id_00,central,ConvAutoencoder,26,75,0.6841025641025641,0.8448855070583516,0.1897435897435898,0.3958333333333333,0.6423486471176147,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,1,30,6,id_06,central,ConvAutoencoder,5,60,0.9333333333333332,0.9942457219272336,0.8333333333333334,0.9009009009009008,0.4415148496627807,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,1,30,7,id_00,central,ConvAutoencoder,1,80,0.2875,0.984793409074606,0.2875,0.4466019417475728,0.5546731948852539,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,1,30,8,id_00;id_04;id_06,central,ConvAutoencoder,217,204,0.7711213517665131,0.6802500195026289,0.0927984096864552,0.1545064377682403,0.6174198985099792,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,1,30,9,id_00;id_02;id_06,central,ConvAutoencoder,253,322,0.511096653818771,0.594633186056853,0.0906881398374782,0.1593406593406593,0.5598354339599609,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s1,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,3,30,0,id_02;id_04;id_06,central,ConvAutoencoder,297,261,0.6189352013106802,0.5713044476557161,0.0979785079401937,0.1901639344262295,0.5540695786476135,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,3,30,1,id_02,central,ConvAutoencoder,36,93,0.327658303464755,0.6404720302886837,0.051373954599761,0.1188118811881188,0.6598204970359802,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,3,30,3,id_06,central,ConvAutoencoder,3,74,0.5180180180180181,0.9745438672323318,0.4864864864864865,0.6486486486486487,0.4611844420433044,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,3,30,4,id_00,central,ConvAutoencoder,1,77,0.3506493506493506,0.9866935467717152,0.3506493506493506,0.5192307692307693,0.5241864919662476,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,3,30,5,id_00;id_02;id_06,central,ConvAutoencoder,274,248,0.690781728278785,0.6182888704371364,0.08770897103838,0.1352313167259786,0.5957194566726685,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,3,30,6,id_00;id_04,central,ConvAutoencoder,18,160,0.446875,0.8857612255209815,0.0340277777777777,0.0833333333333333,0.6738168001174927,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,3,30,7,id_00;id_04,central,ConvAutoencoder,154,157,0.4767970882620564,0.4955591201691541,0.0494664571097692,0.0813953488372093,0.6855093836784363,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,3,30,8,id_06,central,ConvAutoencoder,27,70,0.6534391534391535,0.8077704503787417,0.1179894179894179,0.2,0.5193314552307129,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,P1,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,3,30,9,id_00;id_02;id_04;id_06,central,ConvAutoencoder,2,335,0.3955223880597014,0.992922931663328,0.1402985074626865,0.2635658914728682,0.5259830355644226,master,p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,clustered_fl,0.05,fan,-6dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_slider_0dB_s1,P1,p1_norm_central_clustered_fl_a0p05_slider_0dB_s1,1,30,0,id_00,central,ConvAutoencoder,68,71,0.9991714995857498,0.9992174519020138,0.991714995857498,0.9726027397260274,0.6425075531005859,master,p1_norm_central_clustered_fl_a0p05_slider_0dB_s1,clustered_fl,0.05,slider,0dB
p1-evidence-logging-v1,p1_norm_central_clustered_fl_a0p05_slider_0dB_s1,P1,p1_norm_central_clustered_fl_a0p05_slider_0dB_s1,1,30,1,id_00,central,ConvAutoencoder,5,72,1.0,1.0,1.0,0.993103448275862,0.4340699017047882,master,p1_norm_central_clustered_fl_a0p05_slider_0dB_s1,clustered_fl,0.05,slider,0dB
