run_id,normalization,algorithm,alpha,machine_type,db_level,seed,n_sites,mean_site_auroc,std_site_auroc,min_site_auroc,max_site_auroc,mean_site_auprc,mean_site_pauc
p1_norm_central_clustered_fl_a0p05_fan_m6dB_s2,central,clustered_fl,0.05,fan,-6dB,2,10,0.43405664997900056,0.25157860555312944,0.0,0.7071831189478248,0.705715138722476,0.05924478697025694
p1_norm_central_clustered_fl_a0p05_fan_m6dB_s3,central,clustered_fl,0.05,fan,-6dB,3,9,0.49763069238694446,0.13259168485012546,0.327658303464755,0.690781728278785,0.7748129433464209,0.15733104789486924
p1_norm_central_clustered_fl_a0p05_fan_m6dB_s4,central,clustered_fl,0.05,fan,-6dB,4,10,0.620145158676083,0.22041796425765078,0.25,0.9210526315789472,0.7695899961210253,0.3224672758359845
p1_norm_central_clustered_fl_a0p05_slider_0dB_s0,central,clustered_fl,0.05,slider,0dB,0,6,0.9262815645859966,0.09056255594505223,0.8074534161490683,1.0,0.9464920430628135,0.7891864903458264
p1_norm_central_clustered_fl_a0p05_slider_0dB_s1,central,clustered_fl,0.05,slider,0dB,1,10,0.9294163979023022,0.09508193085767552,0.7679738562091504,1.0,0.9346252120344248,0.7980823445112021
p1_norm_central_clustered_fl_a0p05_slider_0dB_s2,central,clustered_fl,0.05,slider,0dB,2,6,0.8819115735293396,0.0838791251488816,0.7472,0.996195496761199,0.8833625320397203,0.6031361912754684
p1_norm_central_clustered_fl_a0p05_slider_0dB_s3,central,clustered_fl,0.05,slider,0dB,3,9,0.8241437394433846,0.278215916031411,0.2434210526315789,1.0,0.8888974868484385,0.6791727050675492
p1_norm_central_clustered_fl_a0p05_slider_0dB_s4,central,clustered_fl,0.05,slider,0dB,4,6,0.8797662317184994,0.118211061209206,0.6544401544401545,0.9880768168002212,0.9061694726484041,0.6576247626537847
p1_norm_central_clustered_fl_a0p05_slider_6dB_s0,central,clustered_fl,0.05,slider,6dB,0,6,0.9510067980208783,0.07683840223587989,0.7981366459627329,1.0,0.9915574257578568,0.9078910506539882
p1_norm_central_clustered_fl_a0p05_slider_6dB_s1,central,clustered_fl,0.05,slider,6dB,1,10,0.9292955497788951,0.09629964465548245,0.7058823529411765,1.0,0.9448852621651567,0.7831965499693412
p1_norm_central_clustered_fl_a0p05_slider_6dB_s2,central,clustered_fl,0.05,slider,6dB,2,6,0.9152800486056075,0.07459002139612994,0.8012422360248447,0.9988561624249356,0.9119905387715012,0.7446429345482546
p1_norm_central_clustered_fl_a0p05_slider_6dB_s3,central,clustered_fl,0.05,slider,6dB,3,9,0.9027794476882648,0.17432464241450754,0.5370370370370371,1.0,0.93610365945009,0.7788469494263481
p1_norm_central_clustered_fl_a0p05_slider_6dB_s4,central,clustered_fl,0.05,slider,6dB,4,6,0.925100710175065,0.09098707834519151,0.7812097812097812,0.9965460071843052,0.9489477457703708,0.7178899712188239
p1_norm_central_clustered_fl_a0p05_slider_m6dB_s0,central,clustered_fl,0.05,slider,-6dB,0,6,0.8478758693083165,0.12241587379811267,0.6587966488956588,0.9977358490566036,0.9052586359559718,0.6621085158726391
p1_norm_central_clustered_fl_a0p05_slider_m6dB_s1,central,clustered_fl,0.05,slider,-6dB,1,10,0.7546015508000528,0.27715299183186154,0.1176470588235294,1.0,0.8484677801941973,0.48381181561327136
p1_norm_central_clustered_fl_a0p05_slider_m6dB_s2,central,clustered_fl,0.05,slider,-6dB,2,6,0.8007621070822091,0.1402622330384511,0.562,0.9814996705250464,0.8134027500622651,0.4835404290148098
p1_norm_central_clustered_fl_a0p05_slider_m6dB_s3,central,clustered_fl,0.05,slider,-6dB,3,9,0.7665843910149126,0.3153193540490396,0.1447368421052631,1.0,0.8626432726347882,0.5706186793646987
p1_norm_central_clustered_fl_a0p05_slider_m6dB_s4,central,clustered_fl,0.05,slider,-6dB,4,6,0.8278880045036253,0.12869569138055822,0.6126126126126126,0.9651146725614812,0.8776270603804376,0.5051836554280152
p1_norm_central_clustered_fl_a0p05_valve_0dB_s0,central,clustered_fl,0.05,valve,0dB,0,9,0.4998053416823758,0.21536479482323473,0.0222222222222222,0.7628571428571429,0.632159075159708,0.17265244270900323
p1_norm_central_clustered_fl_a0p05_valve_0dB_s1,central,clustered_fl,0.05,valve,0dB,1,9,0.501469845924341,0.1152225378891912,0.2666666666666666,0.6095393967734394,0.7158959137347181,0.20197394841192565
p1_norm_central_clustered_fl_a0p05_valve_0dB_s2,central,clustered_fl,0.05,valve,0dB,2,10,0.6162478792039217,0.2122464124439822,0.1293103448275862,0.8958333333333334,0.6572850835080951,0.2349599076465588
p1_norm_central_clustered_fl_a0p05_valve_0dB_s3,central,clustered_fl,0.05,valve,0dB,3,8,0.44018642737974734,0.1854492836338561,0.1578947368421052,0.667485371667991,0.6482101884893283,0.12096541594197387
p1_norm_central_clustered_fl_a0p05_valve_0dB_s4,central,clustered_fl,0.05,valve,0dB,4,9,0.473258171372662,0.21754901199641538,0.02,0.7042646472698286,0.6521064613565649,0.21678099360588599
p1_norm_central_clustered_fl_a0p05_valve_6dB_s0,central,clustered_fl,0.05,valve,6dB,0,9,0.6162302551570102,0.17447599189217927,0.2888888888888888,0.8353846153846154,0.7082317960576529,0.30896277648148096
p1_norm_central_clustered_fl_a0p05_valve_6dB_s1,central,clustered_fl,0.05,valve,6dB,1,9,0.631209366437446,0.20398778248981284,0.2064516129032258,0.9652777777777778,0.7563613194738367,0.3116442460160672
p1_norm_central_clustered_fl_a0p05_valve_6dB_s2,central,clustered_fl,0.05,valve,6dB,2,10,0.6495216610861057,0.3093656847486826,0.0172413793103448,1.0,0.7008269990264822,0.3028914803917157
p1_norm_central_clustered_fl_a0p05_valve_6dB_s3,central,clustered_fl,0.05,valve,6dB,3,8,0.5948237750646317,0.20827734659972905,0.2,0.7894736842105263,0.6856635222241005,0.2817723668016572
p1_norm_central_clustered_fl_a0p05_valve_6dB_s4,central,clustered_fl,0.05,valve,6dB,4,9,0.5109502470899667,0.24786083690668395,0.14,0.7813870067756078,0.6877908613704536,0.2240316611223763
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s0,central,clustered_fl,0.05,valve,-6dB,0,9,0.445884739236552,0.19531779851289519,0.02,0.6012987012987013,0.5996826904640715,0.13142592599921457
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s1,central,clustered_fl,0.05,valve,-6dB,1,9,0.5467116199911969,0.1395313560347418,0.2941176470588235,0.8148148148148148,0.7043278250647201,0.2422412691192297
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s2,central,clustered_fl,0.05,valve,-6dB,2,10,0.4763525285355462,0.2221963920025903,0.0,0.8541666666666666,0.5821160621385303,0.16440727720859338
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s3,central,clustered_fl,0.05,valve,-6dB,3,8,0.3212258540845377,0.25555258637522704,0.0,0.6,0.6151896209866496,0.03546299825057968
p1_norm_central_clustered_fl_a0p05_valve_m6dB_s4,central,clustered_fl,0.05,valve,-6dB,4,9,0.3767602854686525,0.2158298983076491,0.0,0.6459778085991679,0.6260871420043436,0.11654142911202417
p1_norm_central_clustered_fl_a0p5_fan_0dB_s0,central,clustered_fl,0.5,fan,0dB,0,10,0.7175725376036131,0.2204355427118693,0.1944545564858633,0.9101319392581528,0.801946375500119,0.23798058494013707
p1_norm_central_clustered_fl_a0p5_fan_0dB_s1,central,clustered_fl,0.5,fan,0dB,1,10,0.7466351527676385,0.12634688157149604,0.4689077326872602,0.8486842105263158,0.8250513030629975,0.299862579657384
p1_norm_central_clustered_fl_a0p5_fan_0dB_s2,central,clustered_fl,0.5,fan,0dB,2,10,0.7755991695974,0.14800889635630168,0.4026111503175723,0.9224537037037036,0.8519069001355686,0.29849064192828595
p1_norm_central_clustered_fl_a0p5_fan_0dB_s3,central,clustered_fl,0.5,fan,0dB,3,10,0.6965808487847707,0.13065818150196118,0.5094285714285715,0.919407894736842,0.8040512710985357,0.19387161271485087
p1_norm_central_clustered_fl_a0p5_fan_0dB_s4,central,clustered_fl,0.5,fan,0dB,4,10,0.7860446231770897,0.14428493148949806,0.3930208863983698,0.8839406207827261,0.8480058498394276,0.3266606343801907
p1_norm_central_clustered_fl_a0p5_fan_6dB_s0,central,clustered_fl,0.5,fan,6dB,0,10,0.8211270901313675,0.23380108745955522,0.2804271326295352,0.9784665173014688,0.882132564119608,0.535117616630348
p1_norm_central_clustered_fl_a0p5_fan_6dB_s1,central,clustered_fl,0.5,fan,6dB,1,10,0.8878642853369219,0.12104158602131983,0.5811621452233862,0.972034632034632,0.9200333215568414,0.5231603139504122
p1_norm_central_clustered_fl_a0p5_fan_6dB_s2,central,clustered_fl,0.5,fan,6dB,2,10,0.8618435159674813,0.14985812051750552,0.4595389320159962,0.957825598478956,0.9315367841772408,0.49652890781293835
p1_norm_central_clustered_fl_a0p5_fan_6dB_s3,central,clustered_fl,0.5,fan,6dB,3,10,0.8837145212890969,0.07069819307291234,0.7195931003980539,0.9486196319018404,0.9208627317614131,0.4453336859656579
p1_norm_central_clustered_fl_a0p5_fan_6dB_s4,central,clustered_fl,0.5,fan,6dB,4,10,0.8762930250674721,0.14184663226986444,0.4957208354559348,0.9817813765182186,0.9228704239879985,0.5825224877335689
p1_norm_central_clustered_fl_a0p5_fan_m6dB_s0,central,clustered_fl,0.5,fan,-6dB,0,10,0.5680302748471123,0.1282736309716249,0.2888605751729159,0.6893617021276596,0.7014170449389222,0.07981434343714076
p1_norm_central_clustered_fl_a0p5_fan_m6dB_s1,central,clustered_fl,0.5,fan,-6dB,1,10,0.6224841464408076,0.15343276774289133,0.2636785786392085,0.7623144399460189,0.728257518457158,0.09696864878399035
p1_norm_central_clustered_fl_a0p5_fan_m6dB_s2,central,clustered_fl,0.5,fan,-6dB,2,10,0.5879888627427012,0.10186357042407158,0.3824394260174076,0.6816773393926875,0.7439008973078116,0.06541653161366737
p1_norm_central_clustered_fl_a0p5_fan_m6dB_s3,central,clustered_fl,0.5,fan,-6dB,3,10,0.5226108731867306,0.12538269693372187,0.3491795366795366,0.6644875792014483,0.6899276268337416,0.062273007055356176
p1_norm_central_clustered_fl_a0p5_fan_m6dB_s4,central,clustered_fl,0.5,fan,-6dB,4,10,0.5633551471623017,0.11081755285810117,0.3368823229750382,0.6907937692379442,0.7274741964491167,0.08044781222748856
p1_norm_central_clustered_fl_a0p5_slider_0dB_s0,central,clustered_fl,0.5,slider,0dB,0,10,0.9606349612886558,0.029501246418794175,0.8928029152748254,0.9911816578483243,0.9795229530048634,0.8159760320287223
p1_norm_central_clustered_fl_a0p5_slider_0dB_s1,central,clustered_fl,0.5,slider,0dB,1,10,0.9765162407656455,0.017452395111639,0.9380154639175258,0.9988465974625144,0.9818462538421704,0.8456140282993383
p1_norm_central_clustered_fl_a0p5_slider_0dB_s2,central,clustered_fl,0.5,slider,0dB,2,10,0.991318414256589,0.011431504192471464,0.9635007849293564,1.0,0.9925272834390759,0.9270657024686481
p1_norm_central_clustered_fl_a0p5_slider_0dB_s3,central,clustered_fl,0.5,slider,0dB,3,10,0.9931727007512412,0.008231340116018905,0.9731012658227848,1.0,0.9937386669750765,0.9415591415995644
p1_norm_central_clustered_fl_a0p5_slider_0dB_s4,central,clustered_fl,0.5,slider,0dB,4,10,0.9749492010854015,0.012177536982886645,0.9519675925925926,0.9877585479105108,0.9827024071943308,0.803048447514598
p1_norm_central_clustered_fl_a0p5_slider_6dB_s0,central,clustered_fl,0.5,slider,6dB,0,10,0.9867631972119092,0.010626240193885098,0.9672031582143942,0.9988471673254282,0.9928612053728978,0.9092796199021288
p1_norm_central_clustered_fl_a0p5_slider_6dB_s1,central,clustered_fl,0.5,slider,6dB,1,10,0.9837739068394384,0.01757270142878615,0.938659793814433,1.0,0.987962750173778,0.8848040893169605
p1_norm_central_clustered_fl_a0p5_slider_6dB_s2,central,clustered_fl,0.5,slider,6dB,2,10,0.9969332946747087,0.0046967955707139806,0.9858712715855572,1.0,0.9968994003170415,0.9695422612421151
p1_norm_central_clustered_fl_a0p5_slider_6dB_s3,central,clustered_fl,0.5,slider,6dB,3,10,0.9971391119168664,0.004672670075333103,0.9853639240506328,1.0,0.9969129263363028,0.9715097900547413
p1_norm_central_clustered_fl_a0p5_slider_6dB_s4,central,clustered_fl,0.5,slider,6dB,4,10,0.991434361086931,0.006022229954047996,0.9812925170068028,0.9976931949250288,0.9933730503961449,0.9199746556622108
p1_norm_central_clustered_fl_a0p5_slider_m6dB_s0,central,clustered_fl,0.5,slider,-6dB,0,10,0.9135940111072518,0.03886398894315116,0.8651685393258427,0.9617376294591484,0.9496580846323559,0.6489305510757422
p1_norm_central_clustered_fl_a0p5_slider_m6dB_s1,central,clustered_fl,0.5,slider,-6dB,1,10,0.9382384217068495,0.033187291267981284,0.8664948453608248,0.9710090361445785,0.9499236093271275,0.6172860739362639
p1_norm_central_clustered_fl_a0p5_slider_m6dB_s2,central,clustered_fl,0.5,slider,-6dB,2,10,0.9465851508276067,0.04442650733089151,0.8303244374672946,0.9801470588235294,0.9513993659932354,0.6612863104205016
p1_norm_central_clustered_fl_a0p5_slider_m6dB_s3,central,clustered_fl,0.5,slider,-6dB,3,10,0.9440041453750183,0.039975281390324066,0.8718354430379747,0.9947089947089948,0.948374913465921,0.6676128721984332
p1_norm_central_clustered_fl_a0p5_slider_m6dB_s4,central,clustered_fl,0.5,slider,-6dB,4,10,0.9354362607559971,0.022440394614497466,0.8951890034364262,0.9711649365628604,0.9532537798952887,0.6282556754297646
p1_norm_central_clustered_fl_a0p5_valve_0dB_s0,central,clustered_fl,0.5,valve,0dB,0,10,0.5752003307415158,0.04521658897607706,0.4836363636363636,0.6480643539467069,0.5011751526014733,0.06877900220251802
p1_norm_central_clustered_fl_a0p5_valve_0dB_s1,central,clustered_fl,0.5,valve,0dB,1,10,0.5978243069781594,0.03961130794441427,0.5303030303030303,0.6539201539201539,0.5769194225848321,0.06686821926421428
p1_norm_central_clustered_fl_a0p5_valve_0dB_s2,central,clustered_fl,0.5,valve,0dB,2,10,0.5931982859743912,0.05064566824514288,0.4838574423480083,0.6544187519797275,0.5035054490278201,0.06619659985012263
p1_norm_central_clustered_fl_a0p5_valve_0dB_s3,central,clustered_fl,0.5,valve,0dB,3,10,0.5947882375401458,0.06272940302227865,0.5153061224489796,0.6788990825688074,0.5425780130205224,0.08374024335813839
p1_norm_central_clustered_fl_a0p5_valve_0dB_s4,central,clustered_fl,0.5,valve,0dB,4,10,0.544687535986625,0.04916863831058866,0.416023166023166,0.5946452476572959,0.49004613763946675,0.07344972040297075
p1_norm_central_clustered_fl_a0p5_valve_6dB_s0,central,clustered_fl,0.5,valve,6dB,0,10,0.6444052531959124,0.0743043964683241,0.4884848484848484,0.732590051457976,0.5441645314515793,0.09060808227813451
p1_norm_central_clustered_fl_a0p5_valve_6dB_s1,central,clustered_fl,0.5,valve,6dB,1,10,0.6696840887934018,0.09759188310808738,0.4250440917107583,0.78125,0.6418062268537736,0.13727397716017337
p1_norm_central_clustered_fl_a0p5_valve_6dB_s2,central,clustered_fl,0.5,valve,6dB,2,10,0.6821688212362652,0.04611669601543269,0.6230440967283073,0.7414075286415712,0.5934598271318,0.1400862086119689
p1_norm_central_clustered_fl_a0p5_valve_6dB_s3,central,clustered_fl,0.5,valve,6dB,3,10,0.7112808594895418,0.04334566362815414,0.6493738819320215,0.7712418300653595,0.6304861208044041,0.12775923628283603
p1_norm_central_clustered_fl_a0p5_valve_6dB_s4,central,clustered_fl,0.5,valve,6dB,4,10,0.6676936046457975,0.0689181596352058,0.581081081081081,0.8042671614100185,0.6194122485873998,0.18944464253829363
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s0,central,clustered_fl,0.5,valve,-6dB,0,10,0.5046271776585165,0.0406018934427247,0.4600694444444444,0.5935064935064935,0.45393980372072323,0.05143887831611645
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s1,central,clustered_fl,0.5,valve,-6dB,1,10,0.47884393093971206,0.06095876499183713,0.4015151515151515,0.5638049619258167,0.5001679977278084,0.045035929603441736
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s2,central,clustered_fl,0.5,valve,-6dB,2,10,0.504520839585267,0.05206879078819291,0.4308755760368664,0.5828318023439975,0.4457090170102781,0.03640783314132762
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s3,central,clustered_fl,0.5,valve,-6dB,3,10,0.49456843042037046,0.10293018787412704,0.295169946332737,0.6093518792542172,0.48455374106187066,0.08362999003818238
p1_norm_central_clustered_fl_a0p5_valve_m6dB_s4,central,clustered_fl,0.5,valve,-6dB,4,10,0.47946688192982456,0.05395612800971553,0.381342062193126,0.563953488372093,0.44235022940212987,0.05019115574279322
p1_norm_central_clustered_fl_a100_fan_0dB_s0,central,clustered_fl,100.0,fan,0dB,0,10,0.8512859107195,0.03718403147243567,0.8004671338004671,0.9138933355800826,0.8904377141943464,0.33042053332284493
p1_norm_central_clustered_fl_a100_fan_0dB_s1,central,clustered_fl,100.0,fan,0dB,1,10,0.8479965788655857,0.025491779284471886,0.8110799875505758,0.8800716524854456,0.8761886215799821,0.24906648035322382
p1_norm_central_clustered_fl_a100_fan_0dB_s2,central,clustered_fl,100.0,fan,0dB,2,10,0.8398831133341348,0.038921498902532374,0.7922077922077922,0.8996774741130538,0.8864876528181826,0.31548188104059705
p1_norm_central_clustered_fl_a100_fan_0dB_s3,central,clustered_fl,100.0,fan,0dB,3,10,0.8231630233767137,0.03346460157059219,0.750984604368063,0.8734601360007884,0.8548655040295612,0.21506644230151378
p1_norm_central_clustered_fl_a100_fan_0dB_s4,central,clustered_fl,100.0,fan,0dB,4,10,0.837275702073889,0.051839548208168086,0.7454627949183303,0.9206925675675676,0.8774764882753286,0.3004047803433013
p1_norm_central_clustered_fl_a100_fan_6dB_s0,central,clustered_fl,100.0,fan,6dB,0,10,0.9567329454279656,0.019771427792715422,0.9268371380172622,0.9805,0.9672561028049118,0.6588231555895029
p1_norm_central_clustered_fl_a100_fan_6dB_s1,central,clustered_fl,100.0,fan,6dB,1,10,0.9572658449910157,0.014758365419152335,0.9390461253297212,0.9790330151775934,0.9694943895749935,0.6483817247419749
p1_norm_central_clustered_fl_a100_fan_6dB_s2,central,clustered_fl,100.0,fan,6dB,2,10,0.9610013085665232,0.014786362962385197,0.9404118592084124,0.987062937062937,0.969854806084825,0.6602025115435425
p1_norm_central_clustered_fl_a100_fan_6dB_s3,central,clustered_fl,100.0,fan,6dB,3,10,0.9535060610132474,0.01778738799805527,0.9209298584298584,0.9825564206169312,0.9661677403183628,0.6297109718941826
p1_norm_central_clustered_fl_a100_fan_6dB_s4,central,clustered_fl,100.0,fan,6dB,4,10,0.9615613946955716,0.015332901576611685,0.9359756097560976,0.9807619047619048,0.9699118629745913,0.6764048290270608
p1_norm_central_clustered_fl_a100_fan_m6dB_s0,central,clustered_fl,100.0,fan,-6dB,0,10,0.6484864146405507,0.04025812493432532,0.56017340495712,0.7083,0.7389556576309997,0.09814423286618575
p1_norm_central_clustered_fl_a100_fan_m6dB_s1,central,clustered_fl,100.0,fan,-6dB,1,10,0.6454075591777061,0.026897458890994482,0.6008956560680698,0.6894022163258936,0.7387946470156258,0.09165491229395498
p1_norm_central_clustered_fl_a100_fan_m6dB_s2,central,clustered_fl,100.0,fan,-6dB,2,10,0.6423881285980327,0.05047688800758131,0.5803052928488469,0.7033035714285715,0.7374028968487423,0.09530075385520308
p1_norm_central_clustered_fl_a100_fan_m6dB_s3,central,clustered_fl,100.0,fan,-6dB,3,10,0.6036164427942634,0.03676878442413723,0.532929263064528,0.6608849906376268,0.7061083505644609,0.0679587274421615
p1_norm_central_clustered_fl_a100_fan_m6dB_s4,central,clustered_fl,100.0,fan,-6dB,4,10,0.6498050170568357,0.0541197406268111,0.552994555353902,0.7156862745098039,0.7344872396501222,0.07388694396983975
p1_norm_central_clustered_fl_a100_slider_0dB_s0,central,clustered_fl,100.0,slider,0dB,0,10,0.979898900763272,0.014528485706597767,0.945974900520355,0.9962087421944692,0.9845961844901028,0.8468219416713696
p1_norm_central_clustered_fl_a100_slider_0dB_s1,central,clustered_fl,100.0,slider,0dB,1,10,0.9847179493448103,0.010747224123442282,0.9661016949152542,0.9957750582750584,0.9887162534771745,0.8719338105477237
p1_norm_central_clustered_fl_a100_slider_0dB_s2,central,clustered_fl,100.0,slider,0dB,2,10,0.9943348044843358,0.006292996359035402,0.9835462640340688,1.0,0.9952357882520554,0.9444987837354741
p1_norm_central_clustered_fl_a100_slider_0dB_s3,central,clustered_fl,100.0,slider,0dB,3,10,0.9905892567682401,0.009280022718268272,0.9701804368471036,0.9988839285714286,0.9924104460690579,0.9235322029397877
p1_norm_central_clustered_fl_a100_slider_0dB_s4,central,clustered_fl,100.0,slider,0dB,4,10,0.9802248539580974,0.011952600716591185,0.9524470669906282,0.9973214285714286,0.984731168911494,0.8382953401506203
p1_norm_central_clustered_fl_a100_slider_6dB_s0,central,clustered_fl,100.0,slider,6dB,0,10,0.996737525533719,0.005920397819619391,0.980410162228344,1.0,0.9977005003103532,0.9713204922632916
p1_norm_central_clustered_fl_a100_slider_6dB_s1,central,clustered_fl,100.0,slider,6dB,1,10,0.9941462738055792,0.003984049317567354,0.9888341543513958,1.0,0.9953895820138902,0.941808494449935
p1_norm_central_clustered_fl_a100_slider_6dB_s2,central,clustered_fl,100.0,slider,6dB,2,10,0.9987226836041192,0.002310398093451749,0.9929892891918208,1.0,0.9988279276361475,0.9872268360411922
p1_norm_central_clustered_fl_a100_slider_6dB_s3,central,clustered_fl,100.0,slider,6dB,3,10,0.9995206726923662,0.0005456698912639974,0.9987567987567988,1.0,0.9996528945812486,0.995206726923662
p1_norm_central_clustered_fl_a100_slider_6dB_s4,central,clustered_fl,100.0,slider,6dB,4,10,0.9944070543015281,0.005872574570678665,0.9848790322580644,1.0,0.9955131262820697,0.9457293303300458
p1_norm_central_clustered_fl_a100_slider_m6dB_s0,central,clustered_fl,100.0,slider,-6dB,0,10,0.933566925752919,0.029706616753472286,0.8659320477502296,0.9663966396639664,0.9440990459474501,0.6132945430459111
p1_norm_central_clustered_fl_a100_slider_m6dB_s1,central,clustered_fl,100.0,slider,-6dB,1,10,0.9418369282603909,0.02297308884652848,0.9057071960297768,0.979066985645933,0.9499721349249844,0.6216503978098252
p1_norm_central_clustered_fl_a100_slider_m6dB_s2,central,clustered_fl,100.0,slider,-6dB,2,10,0.9563884611835004,0.022828502675353444,0.8987611304684475,0.980998389694042,0.960876582202802,0.6758742202739823
p1_norm_central_clustered_fl_a100_slider_m6dB_s3,central,clustered_fl,100.0,slider,-6dB,3,10,0.9406281963254802,0.01908532960714971,0.9067426400759734,0.977933177933178,0.9443924793902049,0.5875802264172206
p1_norm_central_clustered_fl_a100_slider_m6dB_s4,central,clustered_fl,100.0,slider,-6dB,4,10,0.9247383568533879,0.034893252991881105,0.8432835820895522,0.9586312563840652,0.933595948830655,0.5774232548424197
p1_norm_central_clustered_fl_a100_valve_0dB_s0,central,clustered_fl,100.0,valve,0dB,0,10,0.555756974287417,0.04802097743743153,0.47628760836308,0.6328205128205128,0.4560231525517023,0.08595112505831
p1_norm_central_clustered_fl_a100_valve_0dB_s1,central,clustered_fl,100.0,valve,0dB,1,10,0.5649423093662351,0.02992620688816086,0.5047003525264395,0.6255829447035309,0.4416688534501335,0.060985532719791014
p1_norm_central_clustered_fl_a100_valve_0dB_s2,central,clustered_fl,100.0,valve,0dB,2,10,0.6154750809569873,0.05445210743868339,0.5227659172491971,0.679505605058925,0.48904682316400383,0.08569268959053881
p1_norm_central_clustered_fl_a100_valve_0dB_s3,central,clustered_fl,100.0,valve,0dB,3,10,0.5901333805307509,0.028629326446499615,0.5606542480690595,0.6514285714285715,0.45317745579737856,0.06024590919983873
p1_norm_central_clustered_fl_a100_valve_0dB_s4,central,clustered_fl,100.0,valve,0dB,4,10,0.5464733730437766,0.028812104623872216,0.5078947368421053,0.6068783068783069,0.4397376942226014,0.07455393286217295
p1_norm_central_clustered_fl_a100_valve_6dB_s0,central,clustered_fl,100.0,valve,6dB,0,10,0.662560678384917,0.03491947617522326,0.6014492753623188,0.71875,0.5277564692971537,0.11082664594746465
p1_norm_central_clustered_fl_a100_valve_6dB_s1,central,clustered_fl,100.0,valve,6dB,1,10,0.6804571296357922,0.05202192163404734,0.6183901292596945,0.7938762626262627,0.5558551636782108,0.13681598183271698
p1_norm_central_clustered_fl_a100_valve_6dB_s2,central,clustered_fl,100.0,valve,6dB,2,10,0.6851977832328237,0.04054431326086208,0.6208708708708709,0.7393085787451985,0.5581165363755638,0.1332878799560835
p1_norm_central_clustered_fl_a100_valve_6dB_s3,central,clustered_fl,100.0,valve,6dB,3,10,0.6863030116531628,0.04443305973342813,0.6314496314496314,0.7481481481481481,0.5570840193551472,0.1264154258698933
p1_norm_central_clustered_fl_a100_valve_6dB_s4,central,clustered_fl,100.0,valve,6dB,4,10,0.6657776822285177,0.04324747739409642,0.6171957671957672,0.746031746031746,0.5336430235469433,0.11506378286708033
