experiment,config_file,name,algorithm,algorithm_label,alpha,machine_type,db_level,seed,fedprox_mu,model_family,bottleneck,auroc,host,worker,gpu,log_file,log_line
E3,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s3.json,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s3,fedprox,FedProx,0.05,slider,6dB,3,0.001,ConvAutoencoder,1024,0.9365949373138369,n3,norm_g7,7,n3/logs/p1_norm_g7.log,243
E3,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s4.json,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s4,fedprox,FedProx,0.05,slider,6dB,4,0.001,ConvAutoencoder,1024,0.9459217128463089,n3,norm_g5,5,n3/logs/p1_norm_g5.log,245
E3,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s5.json,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s5,fedprox,FedProx,0.05,slider,6dB,5,0.001,ConvAutoencoder,1024,0.8720653748696688,n3,norm_g4,4,n3/logs/p1_norm_g4.log,245
E3,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s6.json,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s6,fedprox,FedProx,0.05,slider,6dB,6,0.001,ConvAutoencoder,1024,0.9994955187519727,n3,norm_g0,0,n3/logs/p1_norm_g0.log,243
E3,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s7.json,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s7,fedprox,FedProx,0.05,slider,6dB,7,0.001,ConvAutoencoder,1024,0.9147333516026805,n3,norm_g6,6,n3/logs/p1_norm_g6.log,247
E3,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s8.json,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s8,fedprox,FedProx,0.05,slider,6dB,8,0.001,ConvAutoencoder,1024,0.914884878344608,n3,norm_g3,3,n3/logs/p1_norm_g3.log,247
E3,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s9.json,p1_fedprox_scoped_mu0p001_a0p05_slider_6dB_s9,fedprox,FedProx,0.05,slider,6dB,9,0.001,ConvAutoencoder,1024,0.9206146595325986,n3,norm_g2,2,n3/logs/p1_norm_g2.log,245
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s0.json,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s0,fedprox,FedProx,0.05,valve,-6dB,0,0.001,ConvAutoencoder,1024,0.3938680893592115,n3,norm_g5,5,n3/logs/p1_norm_g5.log,247
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s1.json,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s1,fedprox,FedProx,0.05,valve,-6dB,1,0.001,ConvAutoencoder,1024,0.5599358410315841,n3,norm_g7,7,n3/logs/p1_norm_g7.log,245
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s2.json,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s2,fedprox,FedProx,0.05,valve,-6dB,2,0.001,ConvAutoencoder,1024,0.4736739376885454,n3,norm_g1,1,n3/logs/p1_norm_g1.log,245
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s3.json,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s3,fedprox,FedProx,0.05,valve,-6dB,3,0.001,ConvAutoencoder,1024,0.330836854580776,n3,norm_g4,4,n3/logs/p1_norm_g4.log,247
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s4.json,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s4,fedprox,FedProx,0.05,valve,-6dB,4,0.001,ConvAutoencoder,1024,0.37357459266471416,n3,norm_g0,0,n3/logs/p1_norm_g0.log,245
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s5.json,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s5,fedprox,FedProx,0.05,valve,-6dB,5,0.001,ConvAutoencoder,1024,0.44286132116445215,n3,norm_g6,6,n3/logs/p1_norm_g6.log,249
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s6.json,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s6,fedprox,FedProx,0.05,valve,-6dB,6,0.001,ConvAutoencoder,1024,0.4156235846133289,n3,norm_g3,3,n3/logs/p1_norm_g3.log,249
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s7.json,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s7,fedprox,FedProx,0.05,valve,-6dB,7,0.001,ConvAutoencoder,1024,0.4492786647112129,n3,norm_g2,2,n3/logs/p1_norm_g2.log,247
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s8.json,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s8,fedprox,FedProx,0.05,valve,-6dB,8,0.001,ConvAutoencoder,1024,0.5492784679322309,n3,norm_g5,5,n3/logs/p1_norm_g5.log,249
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s9.json,p1_fedprox_scoped_mu0p001_a0p05_valve_-6dB_s9,fedprox,FedProx,0.05,valve,-6dB,9,0.001,ConvAutoencoder,1024,0.507528092167413,n3,norm_g4,4,n3/logs/p1_norm_g4.log,249
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s0.json,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s0,fedprox,FedProx,0.05,valve,6dB,0,0.001,ConvAutoencoder,1024,0.5899159283133896,n3,norm_g7,7,n3/logs/p1_norm_g7.log,247
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s1.json,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s1,fedprox,FedProx,0.05,valve,6dB,1,0.001,ConvAutoencoder,1024,0.6502689444221932,n3,norm_g1,1,n3/logs/p1_norm_g1.log,247
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s2.json,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s2,fedprox,FedProx,0.05,valve,6dB,2,0.001,ConvAutoencoder,1024,0.6176388798775482,n3,norm_g0,0,n3/logs/p1_norm_g0.log,247
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s3.json,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s3,fedprox,FedProx,0.05,valve,6dB,3,0.001,ConvAutoencoder,1024,0.588882927253931,n3,norm_g6,6,n3/logs/p1_norm_g6.log,251
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s4.json,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s4,fedprox,FedProx,0.05,valve,6dB,4,0.001,ConvAutoencoder,1024,0.5922805858527972,n3,norm_g3,3,n3/logs/p1_norm_g3.log,251
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s5.json,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s5,fedprox,FedProx,0.05,valve,6dB,5,0.001,ConvAutoencoder,1024,0.5674894848222348,n3,norm_g2,2,n3/logs/p1_norm_g2.log,249
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s6.json,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s6,fedprox,FedProx,0.05,valve,6dB,6,0.001,ConvAutoencoder,1024,0.7246969481160572,n3,norm_g5,5,n3/logs/p1_norm_g5.log,251
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s7.json,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s7,fedprox,FedProx,0.05,valve,6dB,7,0.001,ConvAutoencoder,1024,0.5583516382624267,n3,norm_g4,4,n3/logs/p1_norm_g4.log,251
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s8.json,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s8,fedprox,FedProx,0.05,valve,6dB,8,0.001,ConvAutoencoder,1024,0.6405468360034561,n3,norm_g7,7,n3/logs/p1_norm_g7.log,249
E3,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s9.json,p1_fedprox_scoped_mu0p001_a0p05_valve_6dB_s9,fedprox,FedProx,0.05,valve,6dB,9,0.001,ConvAutoencoder,1024,0.6906124379747225,n3,norm_g1,1,n3/logs/p1_norm_g1.log,249
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s0.json,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s0,fedprox,FedProx,100.0,slider,-6dB,0,0.001,ConvAutoencoder,1024,0.937025031734349,n3,norm_g6,6,n3/logs/p1_norm_g6.log,253
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s1.json,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s1,fedprox,FedProx,100.0,slider,-6dB,1,0.001,ConvAutoencoder,1024,0.9450462354180964,n3,norm_g0,0,n3/logs/p1_norm_g0.log,249
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s2.json,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s2,fedprox,FedProx,100.0,slider,-6dB,2,0.001,ConvAutoencoder,1024,0.9549136879015748,n3,norm_g3,3,n3/logs/p1_norm_g3.log,253
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s3.json,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s3,fedprox,FedProx,100.0,slider,-6dB,3,0.001,ConvAutoencoder,1024,0.9266784232607701,n3,norm_g2,2,n3/logs/p1_norm_g2.log,251
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s4.json,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s4,fedprox,FedProx,100.0,slider,-6dB,4,0.001,ConvAutoencoder,1024,0.941518146681311,n3,norm_g5,5,n3/logs/p1_norm_g5.log,253
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s5.json,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s5,fedprox,FedProx,100.0,slider,-6dB,5,0.001,ConvAutoencoder,1024,0.9284043100921627,n3,norm_g7,7,n3/logs/p1_norm_g7.log,251
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s6.json,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s6,fedprox,FedProx,100.0,slider,-6dB,6,0.001,ConvAutoencoder,1024,0.9550847782800336,n3,norm_g4,4,n3/logs/p1_norm_g4.log,253
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s7.json,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s7,fedprox,FedProx,100.0,slider,-6dB,7,0.001,ConvAutoencoder,1024,0.9389871871717668,n3,norm_g1,1,n3/logs/p1_norm_g1.log,251
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s8.json,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s8,fedprox,FedProx,100.0,slider,-6dB,8,0.001,ConvAutoencoder,1024,0.9460814677658667,n3,norm_g6,6,n3/logs/p1_norm_g6.log,255
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s9.json,p1_fedprox_scoped_mu0p001_a100p0_slider_-6dB_s9,fedprox,FedProx,100.0,slider,-6dB,9,0.001,ConvAutoencoder,1024,0.9452860676114352,n3,norm_g0,0,n3/logs/p1_norm_g0.log,251
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s0.json,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s0,fedprox,FedProx,100.0,slider,6dB,0,0.001,ConvAutoencoder,1024,0.9978235888993172,n3,norm_g3,3,n3/logs/p1_norm_g3.log,255
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s1.json,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s1,fedprox,FedProx,100.0,slider,6dB,1,0.001,ConvAutoencoder,1024,0.9961239090868957,n3,norm_g5,5,n3/logs/p1_norm_g5.log,255
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s2.json,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s2,fedprox,FedProx,100.0,slider,6dB,2,0.001,ConvAutoencoder,1024,0.9985353353297215,n3,norm_g2,2,n3/logs/p1_norm_g2.log,253
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s3.json,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s3,fedprox,FedProx,100.0,slider,6dB,3,0.001,ConvAutoencoder,1024,0.9959856848976459,n3,norm_g7,7,n3/logs/p1_norm_g7.log,253
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s4.json,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s4,fedprox,FedProx,100.0,slider,6dB,4,0.001,ConvAutoencoder,1024,0.9939003072251744,n3,norm_g4,4,n3/logs/p1_norm_g4.log,255
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s5.json,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s5,fedprox,FedProx,100.0,slider,6dB,5,0.001,ConvAutoencoder,1024,0.9982083376250779,n3,norm_g1,1,n3/logs/p1_norm_g1.log,253
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s6.json,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s6,fedprox,FedProx,100.0,slider,6dB,6,0.001,ConvAutoencoder,1024,0.9995633181881954,n3,norm_g6,6,n3/logs/p1_norm_g6.log,257
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s7.json,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s7,fedprox,FedProx,100.0,slider,6dB,7,0.001,ConvAutoencoder,1024,0.9952903491705698,n3,norm_g0,0,n3/logs/p1_norm_g0.log,253
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s8.json,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s8,fedprox,FedProx,100.0,slider,6dB,8,0.001,ConvAutoencoder,1024,0.9941899262655032,n3,norm_g3,3,n3/logs/p1_norm_g3.log,257
E3,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s9.json,p1_fedprox_scoped_mu0p001_a100p0_slider_6dB_s9,fedprox,FedProx,100.0,slider,6dB,9,0.001,ConvAutoencoder,1024,0.995471437104516,n3,norm_g5,5,n3/logs/p1_norm_g5.log,257
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s0.json,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s0,fedprox,FedProx,100.0,valve,-6dB,0,0.001,ConvAutoencoder,1024,0.508688388310801,n3,norm_g2,2,n3/logs/p1_norm_g2.log,255
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s1.json,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s1,fedprox,FedProx,100.0,valve,-6dB,1,0.001,ConvAutoencoder,1024,0.5003338014265234,n3,norm_g7,7,n3/logs/p1_norm_g7.log,255
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s2.json,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s2,fedprox,FedProx,100.0,valve,-6dB,2,0.001,ConvAutoencoder,1024,0.49404607591484034,n3,norm_g4,4,n3/logs/p1_norm_g4.log,257
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s3.json,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s3,fedprox,FedProx,100.0,valve,-6dB,3,0.001,ConvAutoencoder,1024,0.49734644022321,n3,norm_g1,1,n3/logs/p1_norm_g1.log,255
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s4.json,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s4,fedprox,FedProx,100.0,valve,-6dB,4,0.001,ConvAutoencoder,1024,0.4912560168472041,n3,norm_g6,6,n3/logs/p1_norm_g6.log,259
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s5.json,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s5,fedprox,FedProx,100.0,valve,-6dB,5,0.001,ConvAutoencoder,1024,0.4857406671378346,n3,norm_g0,0,n3/logs/p1_norm_g0.log,255
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s6.json,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s6,fedprox,FedProx,100.0,valve,-6dB,6,0.001,ConvAutoencoder,1024,0.5101524819526133,n3,norm_g3,3,n3/logs/p1_norm_g3.log,259
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s7.json,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s7,fedprox,FedProx,100.0,valve,-6dB,7,0.001,ConvAutoencoder,1024,0.5035055818420724,n3,norm_g5,5,n3/logs/p1_norm_g5.log,259
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s8.json,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s8,fedprox,FedProx,100.0,valve,-6dB,8,0.001,ConvAutoencoder,1024,0.45071276951179273,n3,norm_g7,7,n3/logs/p1_norm_g7.log,257
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s9.json,p1_fedprox_scoped_mu0p001_a100p0_valve_-6dB_s9,fedprox,FedProx,100.0,valve,-6dB,9,0.001,ConvAutoencoder,1024,0.4976817883512779,n3,norm_g2,2,n3/logs/p1_norm_g2.log,257
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s0.json,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s0,fedprox,FedProx,100.0,valve,6dB,0,0.001,ConvAutoencoder,1024,0.6699505025884542,n3,norm_g4,4,n3/logs/p1_norm_g4.log,259
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s1.json,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s1,fedprox,FedProx,100.0,valve,6dB,1,0.001,ConvAutoencoder,1024,0.7002541098814382,n3,norm_g1,1,n3/logs/p1_norm_g1.log,257
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s2.json,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s2,fedprox,FedProx,100.0,valve,6dB,2,0.001,ConvAutoencoder,1024,0.681615021281793,n3,norm_g0,0,n3/logs/p1_norm_g0.log,257
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s3.json,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s3,fedprox,FedProx,100.0,valve,6dB,3,0.001,ConvAutoencoder,1024,0.6723060136364184,n3,norm_g6,6,n3/logs/p1_norm_g6.log,261
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s4.json,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s4,fedprox,FedProx,100.0,valve,6dB,4,0.001,ConvAutoencoder,1024,0.6960171603852904,n3,norm_g3,3,n3/logs/p1_norm_g3.log,261
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s5.json,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s5,fedprox,FedProx,100.0,valve,6dB,5,0.001,ConvAutoencoder,1024,0.6527222538825025,n3,norm_g5,5,n3/logs/p1_norm_g5.log,261
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s6.json,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s6,fedprox,FedProx,100.0,valve,6dB,6,0.001,ConvAutoencoder,1024,0.6885418322429919,n3,norm_g7,7,n3/logs/p1_norm_g7.log,259
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s7.json,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s7,fedprox,FedProx,100.0,valve,6dB,7,0.001,ConvAutoencoder,1024,0.6573258845826193,n3,norm_g2,2,n3/logs/p1_norm_g2.log,259
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s8.json,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s8,fedprox,FedProx,100.0,valve,6dB,8,0.001,ConvAutoencoder,1024,0.6295564723454229,n3,norm_g4,4,n3/logs/p1_norm_g4.log,261
E3,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s9.json,p1_fedprox_scoped_mu0p001_a100p0_valve_6dB_s9,fedprox,FedProx,100.0,valve,6dB,9,0.001,ConvAutoencoder,1024,0.7161687767413811,n3,norm_g1,1,n3/logs/p1_norm_g1.log,259
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s0.json,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s0,fedprox,FedProx,0.05,slider,-6dB,0,0.01,ConvAutoencoder,1024,0.8170613422633407,n3,norm_g0,0,n3/logs/p1_norm_g0.log,259
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s1.json,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s1,fedprox,FedProx,0.05,slider,-6dB,1,0.01,ConvAutoencoder,1024,0.7451541193736306,n3,norm_g6,6,n3/logs/p1_norm_g6.log,263
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s2.json,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s2,fedprox,FedProx,0.05,slider,-6dB,2,0.01,ConvAutoencoder,1024,0.7782899483971014,n3,norm_g3,3,n3/logs/p1_norm_g3.log,263
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s3.json,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s3,fedprox,FedProx,0.05,slider,-6dB,3,0.01,ConvAutoencoder,1024,0.7807871200346457,n3,norm_g5,5,n3/logs/p1_norm_g5.log,263
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s4.json,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s4,fedprox,FedProx,0.05,slider,-6dB,4,0.01,ConvAutoencoder,1024,0.8562759462787518,n3,norm_g2,2,n3/logs/p1_norm_g2.log,261
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s5.json,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s5,fedprox,FedProx,0.05,slider,-6dB,5,0.01,ConvAutoencoder,1024,0.6845014393086786,n3,norm_g7,7,n3/logs/p1_norm_g7.log,261
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s6.json,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s6,fedprox,FedProx,0.05,slider,-6dB,6,0.01,ConvAutoencoder,1024,0.9633451303627342,n3,norm_g4,4,n3/logs/p1_norm_g4.log,263
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s7.json,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s7,fedprox,FedProx,0.05,slider,-6dB,7,0.01,ConvAutoencoder,1024,0.8276552836058054,n3,norm_g1,1,n3/logs/p1_norm_g1.log,261
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s8.json,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s8,fedprox,FedProx,0.05,slider,-6dB,8,0.01,ConvAutoencoder,1024,0.8656925512569998,n3,norm_g0,0,n3/logs/p1_norm_g0.log,261
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s9.json,p1_fedprox_scoped_mu0p01_a0p05_slider_-6dB_s9,fedprox,FedProx,0.05,slider,-6dB,9,0.01,ConvAutoencoder,1024,0.8518284911168195,n3,norm_g3,3,n3/logs/p1_norm_g3.log,265
E3,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s0.json,p1_fedprox_scoped_mu0p01_a0p05_slider_6dB_s0,fedprox,FedProx,0.05,slider,6dB,0,0.01,ConvAutoencoder,1024,0.817548146451177,n3,norm_g6,6,n3/logs/p1_norm_g6.log,265
