algorithm,alpha,machine_type,db_level,seed,comparison,mode,central_auroc,mode_auroc,delta_auroc
clustered_fl,0.05,slider,0dB,3,federated_train_minus_central,federated_train,0.8204149329305012,0.8187398526054204,-0.001675080325080791
clustered_fl,0.05,slider,0dB,3,local_site_minus_central,local_site,0.8204149329305012,0.8659202555173046,0.0455053225868034
clustered_fl,0.05,slider,0dB,4,federated_train_minus_central,federated_train,0.8545196787421455,0.8544062747494658,-0.0001134039926796726
clustered_fl,0.05,slider,0dB,4,local_site_minus_central,local_site,0.8545196787421455,0.8852614219208598,0.030741743178714254
clustered_fl,0.05,slider,6dB,0,federated_train_minus_central,federated_train,0.9820575198225977,0.98033982060985,-0.0017176992127476698
clustered_fl,0.05,slider,6dB,0,local_site_minus_central,local_site,0.9820575198225977,0.9880002417707633,0.005942721948165586
clustered_fl,0.05,slider,6dB,1,federated_train_minus_central,federated_train,0.8994664810239484,0.8821056673542005,-0.017360813669747954
clustered_fl,0.05,slider,6dB,1,local_site_minus_central,local_site,0.8994664810239484,0.9261740788064168,0.02670759778246834
clustered_fl,0.05,slider,6dB,2,federated_train_minus_central,federated_train,0.8642180990321812,0.8592230172089333,-0.004995081823247816
clustered_fl,0.05,slider,6dB,2,local_site_minus_central,local_site,0.8642180990321812,0.8742611972892173,0.010043098257036087
clustered_fl,0.05,slider,6dB,3,federated_train_minus_central,federated_train,0.871672821135201,0.8742526403024004,0.002579819167199404
clustered_fl,0.05,slider,6dB,3,local_site_minus_central,local_site,0.871672821135201,0.9210244517249895,0.04935163058978853
clustered_fl,0.05,slider,6dB,4,federated_train_minus_central,federated_train,0.8935110228942813,0.8925214215773635,-0.000989601316917832
clustered_fl,0.05,slider,6dB,4,local_site_minus_central,local_site,0.8935110228942813,0.9409474104313144,0.04743638753703305
clustered_fl,0.05,valve,-6dB,0,federated_train_minus_central,federated_train,0.46469415816808496,0.47552298921429187,0.01082883104620691
clustered_fl,0.05,valve,-6dB,0,local_site_minus_central,local_site,0.46469415816808496,0.4617754536898517,-0.0029187044782332805
clustered_fl,0.05,valve,-6dB,1,federated_train_minus_central,federated_train,0.6312042434366804,0.6334281199234989,0.0022238764868185434
clustered_fl,0.05,valve,-6dB,1,local_site_minus_central,local_site,0.6312042434366804,0.6458099083625796,0.014605664925899209
clustered_fl,0.05,valve,-6dB,2,federated_train_minus_central,federated_train,0.46347457911617224,0.4643857255238449,0.0009111464076726472
clustered_fl,0.05,valve,-6dB,2,local_site_minus_central,local_site,0.46347457911617224,0.46953775049805746,0.006063171381885224
clustered_fl,0.05,valve,-6dB,3,federated_train_minus_central,federated_train,0.41899782539895325,0.41716100652652455,-0.0018368188724287027
clustered_fl,0.05,valve,-6dB,3,local_site_minus_central,local_site,0.41899782539895325,0.43952851798191583,0.020530692582962584
clustered_fl,0.05,valve,-6dB,4,federated_train_minus_central,federated_train,0.43298698499834776,0.4283547202561989,-0.004632264742148839
clustered_fl,0.05,valve,-6dB,4,local_site_minus_central,local_site,0.43298698499834776,0.41328625696405585,-0.019700728034291903
clustered_fl,0.05,valve,0dB,0,federated_train_minus_central,federated_train,0.5682664956764625,0.5691382667811923,0.0008717711047298016
clustered_fl,0.05,valve,0dB,0,local_site_minus_central,local_site,0.5682664956764625,0.5826086766451946,0.014342180968732077
clustered_fl,0.05,valve,0dB,1,federated_train_minus_central,federated_train,0.5431065126335068,0.5582129770183445,0.015106464384837648
clustered_fl,0.05,valve,0dB,1,local_site_minus_central,local_site,0.5431065126335068,0.5610156808673737,0.0179091682338669
clustered_fl,0.05,valve,0dB,2,federated_train_minus_central,federated_train,0.6032492867619693,0.6055541676281698,0.0023048808662005094
clustered_fl,0.05,valve,0dB,2,local_site_minus_central,local_site,0.6032492867619693,0.5946626513326291,-0.00858663542934024
clustered_fl,0.05,valve,0dB,3,federated_train_minus_central,federated_train,0.4462801917764214,0.46804704485074633,0.02176685307432491
clustered_fl,0.05,valve,0dB,3,local_site_minus_central,local_site,0.4462801917764214,0.502350984904164,0.056070793127742546
clustered_fl,0.05,valve,0dB,4,federated_train_minus_central,federated_train,0.531685433223211,0.5327863221995561,0.0011008889763450824
clustered_fl,0.05,valve,0dB,4,local_site_minus_central,local_site,0.531685433223211,0.5527778864142506,0.021092453191039584
clustered_fl,0.05,valve,6dB,0,federated_train_minus_central,federated_train,0.6512005852138013,0.64772983557772,-0.003470749636081294
clustered_fl,0.05,valve,6dB,0,local_site_minus_central,local_site,0.6512005852138013,0.7050739267293964,0.053873341515595086
clustered_fl,0.05,valve,6dB,1,federated_train_minus_central,federated_train,0.630621143482463,0.6291473084861874,-0.0014738349962756248
clustered_fl,0.05,valve,6dB,1,local_site_minus_central,local_site,0.630621143482463,0.6513191413431598,0.020697997860696815
clustered_fl,0.05,valve,6dB,2,federated_train_minus_central,federated_train,0.6177673698862551,0.618478493285963,0.0007111233997079136
clustered_fl,0.05,valve,6dB,2,local_site_minus_central,local_site,0.6177673698862551,0.6399871311868645,0.02221976130060932
clustered_fl,0.05,valve,6dB,3,federated_train_minus_central,federated_train,0.6636424656695804,0.661031306786005,-0.0026111588835754374
clustered_fl,0.05,valve,6dB,3,local_site_minus_central,local_site,0.6636424656695804,0.6660954712805356,0.0024530056109551834
clustered_fl,0.05,valve,6dB,4,federated_train_minus_central,federated_train,0.6305340221331374,0.6204710870828464,-0.010062935050290989
clustered_fl,0.05,valve,6dB,4,local_site_minus_central,local_site,0.6305340221331374,0.6320384384337422,0.0015044163006048272
clustered_fl,0.5,fan,-6dB,0,federated_train_minus_central,federated_train,0.6267842040045003,0.6265477389942753,-0.00023646501022500654
clustered_fl,0.5,fan,-6dB,0,local_site_minus_central,local_site,0.6267842040045003,0.6482738049834649,0.021489600978964574
clustered_fl,0.5,fan,-6dB,1,federated_train_minus_central,federated_train,0.6331319665772497,0.6358441570475873,0.002712190470337661
clustered_fl,0.5,fan,-6dB,1,local_site_minus_central,local_site,0.6331319665772497,0.6597825559456475,0.026650589368397815
clustered_fl,0.5,fan,-6dB,2,federated_train_minus_central,federated_train,0.5910687289416484,0.593610594722976,0.0025418657813275347
clustered_fl,0.5,fan,-6dB,2,local_site_minus_central,local_site,0.5910687289416484,0.6305114054262667,0.0394426764846183
clustered_fl,0.5,fan,-6dB,3,federated_train_minus_central,federated_train,0.6006314825945628,0.6025110201807328,0.0018795375861699881
clustered_fl,0.5,fan,-6dB,3,local_site_minus_central,local_site,0.6006314825945628,0.6465176979410232,0.045886215346460424
clustered_fl,0.5,fan,-6dB,4,federated_train_minus_central,federated_train,0.6140961144107204,0.6169531961949886,0.002857081784268134
clustered_fl,0.5,fan,-6dB,4,local_site_minus_central,local_site,0.6140961144107204,0.6406354995317499,0.02653938512102949
clustered_fl,0.5,fan,0dB,0,federated_train_minus_central,federated_train,0.8145889188643946,0.8142871108730839,-0.00030180799131063196
clustered_fl,0.5,fan,0dB,0,local_site_minus_central,local_site,0.8145889188643946,0.8236886021018324,0.009099683237437817
clustered_fl,0.5,fan,0dB,1,federated_train_minus_central,federated_train,0.8288597730506311,0.8325246975574052,0.0036649245067741365
clustered_fl,0.5,fan,0dB,1,local_site_minus_central,local_site,0.8288597730506311,0.8252446929322605,-0.0036150801183705283
clustered_fl,0.5,fan,0dB,2,federated_train_minus_central,federated_train,0.8173422226846203,0.8188091907576643,0.0014669680730440282
clustered_fl,0.5,fan,0dB,2,local_site_minus_central,local_site,0.8173422226846203,0.8412287869928244,0.023886564308204128
clustered_fl,0.5,fan,0dB,3,federated_train_minus_central,federated_train,0.8076740362216366,0.8040731574731204,-0.003600878748516223
clustered_fl,0.5,fan,0dB,3,local_site_minus_central,local_site,0.8076740362216366,0.8219570004221601,0.014282964200523551
clustered_fl,0.5,fan,0dB,4,federated_train_minus_central,federated_train,0.8377168466328285,0.8341663924279503,-0.003550454204878206
clustered_fl,0.5,fan,0dB,4,local_site_minus_central,local_site,0.8377168466328285,0.8283106440643634,-0.009406202568465138
clustered_fl,0.5,fan,6dB,0,federated_train_minus_central,federated_train,0.9550512484950732,0.956263109825899,0.0012118613308258475
clustered_fl,0.5,fan,6dB,0,local_site_minus_central,local_site,0.9550512484950732,0.9509222535155905,-0.004128994979482714
clustered_fl,0.5,fan,6dB,1,federated_train_minus_central,federated_train,0.9482392582939857,0.9310536316738409,-0.017185626620144778
clustered_fl,0.5,fan,6dB,1,local_site_minus_central,local_site,0.9482392582939857,0.937919088952628,-0.01032016934135771
clustered_fl,0.5,fan,6dB,2,federated_train_minus_central,federated_train,0.9274465303687999,0.9314949535240666,0.004048423155266767
clustered_fl,0.5,fan,6dB,2,local_site_minus_central,local_site,0.9274465303687999,0.9384378656329396,0.010991335264139757
clustered_fl,0.5,fan,6dB,3,federated_train_minus_central,federated_train,0.9447312528050352,0.9430945435110681,-0.0016367092939670869
clustered_fl,0.5,fan,6dB,3,local_site_minus_central,local_site,0.9447312528050352,0.9387966710500392,-0.00593458175499606
clustered_fl,0.5,fan,6dB,4,federated_train_minus_central,federated_train,0.9647987899692669,0.9627418188444944,-0.002056971124772544
clustered_fl,0.5,fan,6dB,4,local_site_minus_central,local_site,0.9647987899692669,0.9475760793549888,-0.01722271061427816
clustered_fl,0.5,slider,-6dB,0,federated_train_minus_central,federated_train,0.8324788311604314,0.8319917584881974,-0.0004870726722340235
clustered_fl,0.5,slider,-6dB,0,local_site_minus_central,local_site,0.8324788311604314,0.8422410069538875,0.009762175793456063
clustered_fl,0.5,slider,-6dB,1,federated_train_minus_central,federated_train,0.8338594567725458,0.8338059977818997,-5.3458990646126914e-05
clustered_fl,0.5,slider,-6dB,1,local_site_minus_central,local_site,0.8338594567725458,0.8382148460894147,0.004355389316868852
clustered_fl,0.5,slider,-6dB,2,federated_train_minus_central,federated_train,0.8370244168435603,0.8377548339565692,0.0007304171130089188
clustered_fl,0.5,slider,-6dB,2,local_site_minus_central,local_site,0.8370244168435603,0.8396494930919303,0.0026250762483699397
clustered_fl,0.5,slider,-6dB,3,federated_train_minus_central,federated_train,0.8497466781626594,0.84848161969839,-0.0012650584642693863
clustered_fl,0.5,slider,-6dB,3,local_site_minus_central,local_site,0.8497466781626594,0.8513179134365098,0.001571235273850391
clustered_fl,0.5,slider,-6dB,4,federated_train_minus_central,federated_train,0.8450185928167301,0.8444834278042359,-0.0005351650124941765
clustered_fl,0.5,slider,-6dB,4,local_site_minus_central,local_site,0.8450185928167301,0.8459135759796075,0.0008949831628773941
clustered_fl,0.5,slider,0dB,0,federated_train_minus_central,federated_train,0.8898863624686106,0.889532495449399,-0.0003538670192115845
clustered_fl,0.5,slider,0dB,0,local_site_minus_central,local_site,0.8898863624686106,0.9007540310268001,0.010867668558189436
clustered_fl,0.5,slider,0dB,1,federated_train_minus_central,federated_train,0.902686764514393,0.9021781855419784,-0.0005085789724146306
clustered_fl,0.5,slider,0dB,1,local_site_minus_central,local_site,0.902686764514393,0.9051972885186255,0.0025105240042324617
clustered_fl,0.5,slider,0dB,2,federated_train_minus_central,federated_train,0.9063625258891201,0.9074663398430511,0.0011038139539309988
clustered_fl,0.5,slider,0dB,2,local_site_minus_central,local_site,0.9063625258891201,0.906179488340254,-0.00018303754886617174
clustered_fl,0.5,slider,0dB,3,federated_train_minus_central,federated_train,0.9034989531253533,0.9041867675741907,0.000687814448837365
clustered_fl,0.5,slider,0dB,3,local_site_minus_central,local_site,0.9034989531253533,0.9078878012013172,0.004388848075963847
clustered_fl,0.5,slider,0dB,4,federated_train_minus_central,federated_train,0.8943415662056633,0.8950704653687753,0.000728899163112029
clustered_fl,0.5,slider,0dB,4,local_site_minus_central,local_site,0.8943415662056633,0.8983865306361872,0.004044964430523934
clustered_fl,0.5,slider,6dB,0,federated_train_minus_central,federated_train,0.9126476200807623,0.9121045513694096,-0.0005430687113526789
clustered_fl,0.5,slider,6dB,0,local_site_minus_central,local_site,0.9126476200807623,0.9324224566763839,0.019774836595621625
clustered_fl,0.5,slider,6dB,1,federated_train_minus_central,federated_train,0.9399962769870591,0.9397289902943736,-0.00026728669268549776
clustered_fl,0.5,slider,6dB,1,local_site_minus_central,local_site,0.9399962769870591,0.938507921550722,-0.0014883554363370743
clustered_fl,0.5,slider,6dB,2,federated_train_minus_central,federated_train,0.9469091059156851,0.9461197157354985,-0.0007893901801866443
clustered_fl,0.5,slider,6dB,2,local_site_minus_central,local_site,0.9469091059156851,0.9446531129838318,-0.002255992931853301
clustered_fl,0.5,slider,6dB,3,federated_train_minus_central,federated_train,0.9444209760827402,0.9461759818568594,0.0017550057741191338
clustered_fl,0.5,slider,6dB,3,local_site_minus_central,local_site,0.9444209760827402,0.9457909725602065,0.0013699964774662732
clustered_fl,0.5,slider,6dB,4,federated_train_minus_central,federated_train,0.9447045490589006,0.9432696311567212,-0.0014349179021793113
clustered_fl,0.5,slider,6dB,4,local_site_minus_central,local_site,0.9447045490589006,0.9451192037284407,0.00041465466954015984
clustered_fl,0.5,valve,-6dB,0,federated_train_minus_central,federated_train,0.4944160254982187,0.4959440119106168,0.0015279864123980968
clustered_fl,0.5,valve,-6dB,0,local_site_minus_central,local_site,0.4944160254982187,0.4998414142569462,0.005425388758727501
clustered_fl,0.5,valve,-6dB,1,federated_train_minus_central,federated_train,0.4744968831295032,0.4759892336655989,0.001492350536095699
clustered_fl,0.5,valve,-6dB,1,local_site_minus_central,local_site,0.4744968831295032,0.4796997505673207,0.005202867437817504
clustered_fl,0.5,valve,-6dB,2,federated_train_minus_central,federated_train,0.48367927902316354,0.4852294517392293,0.0015501727160657786
clustered_fl,0.5,valve,-6dB,2,local_site_minus_central,local_site,0.48367927902316354,0.48763942865801024,0.003960149634846699
clustered_fl,0.5,valve,-6dB,3,federated_train_minus_central,federated_train,0.4911162283262785,0.489590042241665,-0.0015261860846134678
clustered_fl,0.5,valve,-6dB,3,local_site_minus_central,local_site,0.4911162283262785,0.4949809457969301,0.0038647174706515908
clustered_fl,0.5,valve,-6dB,4,federated_train_minus_central,federated_train,0.4735019347684471,0.47433963946272295,0.0008377046942758537
clustered_fl,0.5,valve,-6dB,4,local_site_minus_central,local_site,0.4735019347684471,0.478879024766009,0.0053770899975619235
clustered_fl,0.5,valve,0dB,0,federated_train_minus_central,federated_train,0.5653642342031744,0.562882255460099,-0.0024819787430754303
clustered_fl,0.5,valve,0dB,0,local_site_minus_central,local_site,0.5653642342031744,0.5667989919233831,0.0014347577202087347
clustered_fl,0.5,valve,0dB,1,federated_train_minus_central,federated_train,0.5642809452789315,0.5695709759413177,0.0052900306623862026
clustered_fl,0.5,valve,0dB,1,local_site_minus_central,local_site,0.5642809452789315,0.5711592589564602,0.00687831367752878
clustered_fl,0.5,valve,0dB,2,federated_train_minus_central,federated_train,0.5610931526590924,0.5616149990094865,0.0005218463503940951
clustered_fl,0.5,valve,0dB,2,local_site_minus_central,local_site,0.5610931526590924,0.571114267450193,0.010021114791100572
clustered_fl,0.5,valve,0dB,3,federated_train_minus_central,federated_train,0.5816110439449081,0.5817360803632152,0.00012503641830707846
clustered_fl,0.5,valve,0dB,3,local_site_minus_central,local_site,0.5816110439449081,0.5861949069221282,0.004583862977220021
clustered_fl,0.5,valve,0dB,4,federated_train_minus_central,federated_train,0.5413296659253792,0.5417051605843959,0.0003754946590166508
clustered_fl,0.5,valve,0dB,4,local_site_minus_central,local_site,0.5413296659253792,0.5480151609813608,0.006685495055981594
clustered_fl,0.5,valve,6dB,0,federated_train_minus_central,federated_train,0.6194088703379486,0.6190494649513714,-0.000359405386577194
clustered_fl,0.5,valve,6dB,0,local_site_minus_central,local_site,0.6194088703379486,0.6288408655836715,0.009431995245722913
clustered_fl,0.5,valve,6dB,1,federated_train_minus_central,federated_train,0.6479358702775271,0.652695109238682,0.004759238961154932
clustered_fl,0.5,valve,6dB,1,local_site_minus_central,local_site,0.6479358702775271,0.6526366021280591,0.004700731850531992
clustered_fl,0.5,valve,6dB,2,federated_train_minus_central,federated_train,0.6480791382764147,0.6463365809713164,-0.0017425573050983134
clustered_fl,0.5,valve,6dB,2,local_site_minus_central,local_site,0.6480791382764147,0.6499596105007291,0.0018804722243144223
clustered_fl,0.5,valve,6dB,3,federated_train_minus_central,federated_train,0.6743693721941483,0.6734020318793345,-0.0009673403148138249
clustered_fl,0.5,valve,6dB,3,local_site_minus_central,local_site,0.6743693721941483,0.6778313105617337,0.00346193836758546
clustered_fl,0.5,valve,6dB,4,federated_train_minus_central,federated_train,0.6405066586710062,0.6407519156974181,0.0002452570264118714
clustered_fl,0.5,valve,6dB,4,local_site_minus_central,local_site,0.6405066586710062,0.6532968945162979,0.012790235845291709
clustered_fl,100.0,fan,-6dB,0,federated_train_minus_central,federated_train,0.6239097764390751,0.6213338564163078,-0.0025759200227672974
clustered_fl,100.0,fan,-6dB,0,local_site_minus_central,local_site,0.6239097764390751,0.6269056014145766,0.0029958249755015487
clustered_fl,100.0,fan,-6dB,1,federated_train_minus_central,federated_train,0.6364868074015944,0.6355570485415144,-0.0009297588600799545
clustered_fl,100.0,fan,-6dB,1,local_site_minus_central,local_site,0.6364868074015944,0.6353643214526192,-0.001122485948975127
clustered_fl,100.0,fan,-6dB,2,federated_train_minus_central,federated_train,0.6130279632546747,0.6153417069276617,0.0023137436729869787
clustered_fl,100.0,fan,-6dB,2,local_site_minus_central,local_site,0.6130279632546747,0.6120162671775381,-0.0010116960771365813
clustered_fl,100.0,fan,-6dB,3,federated_train_minus_central,federated_train,0.6134202710190764,0.612768900475164,-0.0006513705439123996
clustered_fl,100.0,fan,-6dB,3,local_site_minus_central,local_site,0.6134202710190764,0.6147215063818109,0.0013012353627345208
clustered_fl,100.0,fan,-6dB,4,federated_train_minus_central,federated_train,0.6234422473428713,0.6233551960233658,-8.70513195055933e-05
clustered_fl,100.0,fan,-6dB,4,local_site_minus_central,local_site,0.6234422473428713,0.623408611312056,-3.363603081529831e-05
clustered_fl,100.0,fan,0dB,0,federated_train_minus_central,federated_train,0.835731201794234,0.8385167597697982,0.0027855579755642346
clustered_fl,100.0,fan,0dB,0,local_site_minus_central,local_site,0.835731201794234,0.8343291949372433,-0.0014020068569906563
clustered_fl,100.0,fan,0dB,1,federated_train_minus_central,federated_train,0.8117808675535375,0.812239259252258,0.0004583916987205283
clustered_fl,100.0,fan,0dB,1,local_site_minus_central,local_site,0.8117808675535375,0.8104845418848289,-0.001296325668708631
clustered_fl,100.0,fan,0dB,2,federated_train_minus_central,federated_train,0.8155876797800611,0.8143674714547627,-0.0012202083252983442
clustered_fl,100.0,fan,0dB,2,local_site_minus_central,local_site,0.8155876797800611,0.8117511436625915,-0.003836536117469591
clustered_fl,100.0,fan,0dB,3,federated_train_minus_central,federated_train,0.7924754723029959,0.7936148482416778,0.0011393759386819635
clustered_fl,100.0,fan,0dB,3,local_site_minus_central,local_site,0.7924754723029959,0.7899943963209225,-0.0024810759820733663
clustered_fl,100.0,fan,0dB,4,federated_train_minus_central,federated_train,0.8177635373305792,0.8190790462713526,0.00131550894077348
clustered_fl,100.0,fan,0dB,4,local_site_minus_central,local_site,0.8177635373305792,0.823158153816413,0.005394616485833836
clustered_fl,100.0,fan,6dB,0,federated_train_minus_central,federated_train,0.9545037709433555,0.9536814792801774,-0.000822291663178043
clustered_fl,100.0,fan,6dB,0,local_site_minus_central,local_site,0.9545037709433555,0.9528967952723647,-0.0016069756709907734
clustered_fl,100.0,fan,6dB,1,federated_train_minus_central,federated_train,0.9530713383472461,0.9517913018943721,-0.0012800364528740005
clustered_fl,100.0,fan,6dB,1,local_site_minus_central,local_site,0.9530713383472461,0.9508350673874579,-0.002236270959788178
clustered_fl,100.0,fan,6dB,2,federated_train_minus_central,federated_train,0.9576431561058154,0.9578596918449115,0.00021653573909607982
clustered_fl,100.0,fan,6dB,2,local_site_minus_central,local_site,0.9576431561058154,0.9560370828693088,-0.0016060732365066333
clustered_fl,100.0,fan,6dB,3,federated_train_minus_central,federated_train,0.9489174479426632,0.9477658333098609,-0.0011516146328023336
clustered_fl,100.0,fan,6dB,3,local_site_minus_central,local_site,0.9489174479426632,0.9488633665945668,-5.4081348096368664e-05
clustered_fl,100.0,fan,6dB,4,federated_train_minus_central,federated_train,0.959077069909404,0.9578492705291168,-0.0012277993802871645
clustered_fl,100.0,fan,6dB,4,local_site_minus_central,local_site,0.959077069909404,0.9612087734964815,0.0021317035870774825
clustered_fl,100.0,slider,-6dB,0,federated_train_minus_central,federated_train,0.8353415370842567,0.8356516771425705,0.000310140058313757
clustered_fl,100.0,slider,-6dB,0,local_site_minus_central,local_site,0.8353415370842567,0.8383792753857338,0.003037738301477022
clustered_fl,100.0,slider,-6dB,1,federated_train_minus_central,federated_train,0.8355365343978963,0.8351608227946234,-0.0003757116032728769
clustered_fl,100.0,slider,-6dB,1,local_site_minus_central,local_site,0.8355365343978963,0.8344167682513814,-0.0011197661465148778
clustered_fl,100.0,slider,-6dB,2,federated_train_minus_central,federated_train,0.8437028920085575,0.8436617628215529,-4.1129187004607104e-05
clustered_fl,100.0,slider,-6dB,2,local_site_minus_central,local_site,0.8437028920085575,0.8433507568891768,-0.0003521351193807032
clustered_fl,100.0,slider,-6dB,3,federated_train_minus_central,federated_train,0.8216119977550769,0.8185851074016565,-0.0030268903534204084
clustered_fl,100.0,slider,-6dB,3,local_site_minus_central,local_site,0.8216119977550769,0.8179473824255268,-0.0036646153295500916
clustered_fl,100.0,slider,-6dB,4,federated_train_minus_central,federated_train,0.8291484759704643,0.8283377272695003,-0.0008107487009639813
clustered_fl,100.0,slider,-6dB,4,local_site_minus_central,local_site,0.8291484759704643,0.8307133900614456,0.001564914090981362
clustered_fl,100.0,slider,0dB,0,federated_train_minus_central,federated_train,0.9047236092999018,0.9053829507686512,0.0006593414687493526
clustered_fl,100.0,slider,0dB,0,local_site_minus_central,local_site,0.9047236092999018,0.9050610143062492,0.0003374050063473799
clustered_fl,100.0,slider,0dB,1,federated_train_minus_central,federated_train,0.8940462390212846,0.8934096968847001,-0.0006365421365844837
clustered_fl,100.0,slider,0dB,1,local_site_minus_central,local_site,0.8940462390212846,0.8937111911344561,-0.00033504788682847675
